remaining,outs,obc,batting_lead,win_prob,win_sum,n
7,2,001,-1,0.3883,36104,92981
7,2,001,-2,0.2656,18286,68840
7,2,001,-3,0.1751,8406,48006
7,2,001,-4,0.11,3523,32014
7,2,001,-5,0.0672,1436,21358
7,2,001,-6,0.04,613,15341
7,2,001,-7,0.0246,314,12756
7,2,001,-8,0.0145,178,12294
7,2,001,-9,0.0083,108,12973
7,2,001,-10,0.0033,48,14729
7,2,001,-11,0.0019,31,16650
7,2,001,-12,0.0015,27,18251
7,2,001,-13,0.0006,12,19786
7,2,001,-14,0.0004,8,20525
7,2,001,-15,0.0001,3,20073
7,2,001,-16,0.0002,3,18797
7,2,001,-17,0.0003,5,16964
7,2,001,-18,0.0001,2,31324
7,2,010,18,1.0,21330,21330
7,2,010,17,1.0,9158,9158
7,2,010,16,1.0,9952,9952
7,2,010,15,0.9998,10255,10257
7,2,010,14,0.9995,10381,10386
7,2,010,13,0.9998,10010,10012
7,2,010,12,0.9993,9585,9592
7,2,010,11,0.9993,8518,8524
7,2,010,10,0.9985,7505,7516
7,2,010,9,0.9965,6849,6873
7,2,010,8,0.9921,6634,6687
7,2,010,7,0.9856,7098,7202
7,2,010,6,0.9774,8521,8718
7,2,010,5,0.9569,11275,11783
7,2,010,4,0.9249,15451,16706
7,2,010,3,0.8743,20428,23365
7,2,010,2,0.8057,26187,32503
7,2,010,1,0.6997,29128,41630
7,2,010,0,0.5519,28869,52313
7,2,010,-1,0.3974,14544,36600
7,2,010,-2,0.2771,7491,27036
7,2,010,-3,0.1787,3275,18323
7,2,010,-4,0.1147,1446,12603
7,2,010,-5,0.073,641,8785
7,2,010,-6,0.0386,252,6535
7,2,010,-7,0.0302,176,5822
7,2,010,-8,0.0113,66,5824
7,2,010,-9,0.0069,45,6486
7,2,010,-10,0.0048,35,7223
7,2,010,-11,0.0023,19,8371
7,2,010,-12,0.0016,15,9411
7,2,010,-13,0.0006,6,9798
7,2,010,-14,0.0001,1,9794
7,2,010,-15,0.0001,1,9483
7,2,010,-16,0.0,0,8693
7,2,010,-17,0.0,0,7637
7,2,010,-18,0.0001,1,12734
7,2,011,18,1.0,18157,18157
7,2,011,17,1.0,8692,8692
7,2,011,16,1.0,9260,9260
7,2,011,15,0.9999,9932,9933
7,2,011,14,0.9998,9657,9659
7,2,011,13,0.9999,9719,9720
7,2,011,12,0.9994,9313,9319
7,2,011,11,0.999,7949,7957
7,2,011,10,0.997,6993,7014
7,2,011,9,0.9969,6408,6428
7,2,011,8,0.9939,6077,6114
7,2,011,7,0.9863,6193,6279
7,2,011,6,0.9766,7315,7490
7,2,011,5,0.957,9411,9834
7,2,011,4,0.9281,13018,14026
7,2,011,3,0.8806,17843,20263
7,2,011,2,0.8117,23048,28396
7,2,011,1,0.7146,27211,38081
7,2,011,0,0.566,29757,52572
7,2,011,-1,0.4205,15540,36955
7,2,011,-2,0.2986,7977,26716
7,2,011,-3,0.2032,3803,18712
7,2,011,-4,0.1299,1641,12637
7,2,011,-5,0.0885,758,8565
7,2,011,-6,0.0501,313,6250
7,2,011,-7,0.0295,156,5290
7,2,011,-8,0.0174,93,5360
7,2,011,-9,0.0109,64,5863
7,2,011,-10,0.0054,35,6480
7,2,011,-11,0.0034,25,7399
7,2,011,-12,0.002,18,8812
7,2,011,-13,0.0007,7,9361
7,2,011,-14,0.0003,3,9513
7,2,011,-15,0.0008,7,9270
7,2,011,-16,0.0001,1,8578
7,2,011,-17,0.0,0,7727
7,2,011,-18,0.0,0,12919
7,2,100,18,1.0,9638,9638
7,2,100,17,1.0,4337,4337
7,2,100,16,1.0,4581,4581
7,2,100,15,1.0,4673,4673
7,2,100,14,0.9998,4781,4782
7,2,100,13,0.9996,4552,4554
7,2,100,12,0.9998,4422,4423
7,2,100,11,0.9981,4210,4218
7,2,100,10,0.9979,3340,3347
7,2,100,9,0.9944,2849,2865
7,2,100,8,0.9936,2653,2670
7,2,100,7,0.9853,2754,2795
7,2,100,6,0.976,3409,3493
7,2,100,5,0.9632,4586,4761
7,2,100,4,0.927,6333,6832
7,2,100,3,0.8854,8609,9723
7,2,100,2,0.8187,11083,13538
7,2,100,1,0.7106,12138,17081
7,2,100,0,0.564,11044,19582
7,2,100,-1,0.4216,5811,13783
7,2,100,-2,0.2835,2836,10005
7,2,100,-3,0.1884,1313,6969
7,2,100,-4,0.1206,560,4643
7,2,100,-5,0.0669,217,3246
7,2,100,-6,0.0422,106,2514
7,2,100,-7,0.0187,42,2241
7,2,100,-8,0.0129,33,2559
7,2,100,-9,0.0098,30,3063
7,2,100,-10,0.0045,17,3808
7,2,100,-11,0.0024,10,4252
7,2,100,-12,0.0007,3,4569
7,2,100,-13,0.0002,1,4549
7,2,100,-14,0.0004,2,4601
7,2,100,-15,0.0002,1,4499
7,2,100,-16,0.0002,1,4151
7,2,100,-17,0.0,0,3576
7,2,100,-18,0.0,0,5124
7,2,101,18,1.0,18020,18020
7,2,101,17,1.0,7538,7538
7,2,101,16,1.0,8010,8010
7,2,101,15,0.9999,8313,8314
7,2,101,14,0.9998,8465,8467
7,2,101,13,0.9995,8018,8022
7,2,101,12,0.9995,7610,7614
7,2,101,11,0.9988,6445,6453
7,2,101,10,0.9973,5625,5640
7,2,101,9,0.9952,5003,5027
7,2,101,8,0.9923,4872,4910
7,2,101,7,0.9845,5084,5164
7,2,101,6,0.9751,6410,6574
7,2,101,5,0.9591,8616,8983
7,2,101,4,0.9304,11778,12659
7,2,101,3,0.8853,16034,18112
7,2,101,2,0.8181,20308,24824
7,2,101,1,0.7171,22477,31346
7,2,101,0,0.5802,20856,35949
7,2,101,-1,0.4352,10888,25021
7,2,101,-2,0.3041,5523,18162
7,2,101,-3,0.208,2623,12612
7,2,101,-4,0.1348,1137,8432
7,2,101,-5,0.0787,464,5898
7,2,101,-6,0.0534,243,4551
7,2,101,-7,0.0376,157,4174
7,2,101,-8,0.0161,71,4415
7,2,101,-9,0.0089,45,5071
7,2,101,-10,0.0058,35,6043
7,2,101,-11,0.0042,30,7104
7,2,101,-12,0.0012,9,7784
7,2,101,-13,0.0009,7,8078
7,2,101,-14,0.0005,4,7991
7,2,101,-15,0.0,0,7524
7,2,101,-16,0.0003,2,7009
7,2,101,-17,0.0,0,6034
7,2,101,-18,0.0,0,8875
7,2,110,18,1.0,8843,8843
7,2,110,17,1.0,3874,3874
7,2,110,16,1.0,3942,3942
7,2,110,15,0.9998,4155,4156
7,2,110,14,1.0,4277,4277
7,2,110,13,0.9998,4125,4126
7,2,110,12,0.9995,3992,3994
7,2,110,11,0.9992,3624,3627
7,2,110,10,0.9982,3296,3302
7,2,110,9,0.9962,2338,2347
7,2,110,8,0.9946,2223,2235
7,2,110,7,0.9868,2398,2430
7,2,110,6,0.9749,2951,3027
7,2,110,5,0.9567,3953,4132
7,2,110,4,0.9339,5413,5796
7,2,110,3,0.8888,7266,8175
7,2,110,2,0.8248,9441,11447
7,2,110,1,0.7276,10857,14921
7,2,110,0,0.5927,9724,16407
7,2,110,-1,0.4447,5168,11621
7,2,110,-2,0.3168,2713,8564
7,2,110,-3,0.2207,1301,5896
7,2,110,-4,0.1364,535,3923
7,2,110,-5,0.0798,207,2595
7,2,110,-6,0.0491,102,2076
7,2,110,-7,0.0281,54,1923
7,2,110,-8,0.0237,48,2023
7,2,110,-9,0.0119,29,2432
7,2,110,-10,0.0077,26,3394
7,2,110,-11,0.0023,9,3869
7,2,110,-12,0.0012,5,4023
7,2,110,-13,0.0005,2,4105
7,2,110,-14,0.0007,3,4141
7,2,110,-15,0.0005,2,3996
7,2,110,-16,0.0005,2,3700
7,2,110,-17,0.0,0,3148
7,2,110,-18,0.0,0,4302
7,2,111,18,1.0,11645,11645
7,2,111,17,1.0,5492,5492
7,2,111,16,1.0,5628,5628
7,2,111,15,0.9998,5886,5887
7,2,111,14,0.9995,5878,5881
7,2,111,13,0.9997,5729,5731
7,2,111,12,0.9995,5573,5576
7,2,111,11,0.9994,4777,4780
7,2,111,10,0.9979,3718,3726
7,2,111,9,0.9972,3186,3195
7,2,111,8,0.9919,2939,2963
7,2,111,7,0.9894,3161,3195
7,2,111,6,0.9733,3900,4007
7,2,111,5,0.9586,5166,5389
7,2,111,4,0.9369,7523,8030
7,2,111,3,0.8938,10159,11366
7,2,111,2,0.8318,13140,15798
7,2,111,1,0.7427,14995,20189
7,2,111,0,0.6054,14037,23187
7,2,111,-1,0.4706,7704,16372
7,2,111,-2,0.3532,4144,11733
7,2,111,-3,0.2467,1981,8029
7,2,111,-4,0.1621,868,5355
7,2,111,-5,0.1061,404,3807
7,2,111,-6,0.0656,190,2897
7,2,111,-7,0.0432,114,2638
7,2,111,-8,0.0243,70,2884
7,2,111,-9,0.0165,54,3275
7,2,111,-10,0.01,46,4586
7,2,111,-11,0.0042,21,4942
7,2,111,-12,0.0024,13,5411
7,2,111,-13,0.0019,11,5686
7,2,111,-14,0.0004,2,5623
7,2,111,-15,0.0013,7,5470
7,2,111,-16,0.0004,2,5041
7,2,111,-17,0.0,0,4475
7,2,111,-18,0.0,0,6168
6,0,000,18,1.0,106858,106861
6,0,000,17,0.9999,58311,58314
6,0,000,16,0.9999,64693,64698
6,0,000,15,0.9999,68930,68937
6,0,000,14,0.9998,69360,69374
6,0,000,13,0.9996,67799,67828
6,0,000,12,0.9993,64070,64113
6,0,000,11,0.9986,57906,57985
6,0,000,10,0.9975,50770,50899
6,0,000,9,0.9948,44008,44236
6,0,000,8,0.9903,40932,41331
6,0,000,7,0.9827,41963,42701
6,0,000,6,0.971,50074,51572
6,0,000,5,0.9479,67388,71091
6,0,000,4,0.9146,95329,104235
6,0,000,3,0.8606,132668,154154
6,0,000,2,0.7774,170298,219059
6,0,000,1,0.661,193089,292135
6,0,000,0,0.5001,201939,403809
6,0,000,-1,0.3375,96784,286761
6,0,000,-2,0.22,47215,214601
6,0,000,-3,0.141,21341,151301
6,0,000,-4,0.0858,8996,104829
6,0,000,-5,0.05,3703,74075
6,0,000,-6,0.0288,1653,57370
6,0,000,-7,0.0163,802,49147
6,0,000,-8,0.0084,407,48456
6,0,000,-9,0.005,257,51039
6,0,000,-10,0.0026,145,56484
6,0,000,-11,0.0013,83,62935
6,0,000,-12,0.0006,43,67867
6,0,000,-13,0.0003,21,70801
6,0,000,-14,0.0003,23,72284
6,0,000,-15,0.0001,9,71442
6,0,000,-16,0.0,1,67887
6,0,000,-17,0.0,0,62152
6,0,000,-18,0.0,1,129904
6,0,001,18,1.0,29145,29145
6,0,001,17,0.9999,15978,15979
6,0,001,16,0.9999,17673,17674
6,0,001,15,0.9999,18984,18986
6,0,001,14,0.9997,18924,18930
6,0,001,13,0.9996,18405,18412
6,0,001,12,0.9994,16924,16934
6,0,001,11,0.9985,15069,15092
6,0,001,10,0.9977,13570,13601
6,0,001,9,0.9945,11526,11590
6,0,001,8,0.9921,10817,10903
6,0,001,7,0.9845,11112,11287
6,0,001,6,0.9738,13422,13783
6,0,001,5,0.9518,18254,19178
6,0,001,4,0.9256,25733,27801
6,0,001,3,0.8726,35547,40736
6,0,001,2,0.7977,46346,58097
6,0,001,1,0.6895,53076,76972
6,0,001,0,0.5456,57396,105204
6,0,001,-1,0.3927,29446,74974
6,0,001,-2,0.2726,15264,55997
6,0,001,-3,0.1797,7077,39381
6,0,001,-4,0.1145,3145,27465
6,0,001,-5,0.0709,1363,19217
6,0,001,-6,0.0429,642,14963
6,0,001,-7,0.0251,328,13043
6,0,001,-8,0.0144,187,12963
6,0,001,-9,0.0077,104,13447
6,0,001,-10,0.0044,66,14984
6,0,001,-11,0.002,33,16733
6,0,001,-12,0.001,18,17996
6,0,001,-13,0.0005,9,19352
6,0,001,-14,0.0006,11,19480
6,0,001,-15,0.0004,7,19378
6,0,001,-16,0.0,0,18463
6,0,001,-17,0.0,0,16813
6,0,001,-18,0.0,0,34194
6,0,010,18,1.0,9249,9249
6,0,010,17,1.0,4757,4757
6,0,010,16,1.0,5164,5164
6,0,010,15,1.0,5432,5432
6,0,010,14,0.9998,5454,5455
6,0,010,13,0.9998,5221,5222
6,0,010,12,0.9994,4940,4943
6,0,010,11,0.9991,4453,4457
6,0,010,10,0.9977,3410,3418
6,0,010,9,0.9951,3025,3040
6,0,010,8,0.9916,2940,2965
6,0,010,7,0.9853,3075,3121
6,0,010,6,0.9753,3833,3930
6,0,010,5,0.9557,5286,5531
6,0,010,4,0.9302,7467,8027
6,0,010,3,0.8936,10389,11626
6,0,010,2,0.8185,13096,16000
6,0,010,1,0.7209,14894,20660
6,0,010,0,0.5793,15277,26371
6,0,010,-1,0.4231,7939,18763
6,0,010,-2,0.3024,4268,14116
6,0,010,-3,0.1969,1952,9916
6,0,010,-4,0.1254,875,6976
6,0,010,-5,0.0717,356,4962
6,0,010,-6,0.0446,177,3969
6,0,010,-7,0.0287,102,3554
6,0,010,-8,0.0148,52,3523
6,0,010,-9,0.0084,31,3708
6,0,010,-10,0.0029,12,4200
6,0,010,-11,0.0028,14,4948
6,0,010,-12,0.0017,9,5354
6,0,010,-13,0.0007,4,5548
6,0,010,-14,0.0002,1,5475
6,0,010,-15,0.0002,1,5506
6,0,010,-16,0.0,0,5251
6,0,010,-17,0.0,0,4699
6,0,010,-18,0.0,0,8800
6,0,011,18,1.0,9241,9241
6,0,011,17,1.0,4981,4981
6,0,011,16,1.0,5468,5468
6,0,011,15,0.9998,5723,5724
6,0,011,14,0.9997,5794,5796
6,0,011,13,0.9995,5694,5697
6,0,011,12,0.999,5226,5231
6,0,011,11,0.9989,4567,4572
6,0,011,10,0.9989,3663,3667
6,0,011,9,0.9954,3049,3063
6,0,011,8,0.9935,2923,2942
6,0,011,7,0.9872,3016,3055
6,0,011,6,0.9785,3739,3821
6,0,011,5,0.9566,5135,5368
6,0,011,4,0.9386,7337,7817
6,0,011,3,0.8928,10266,11499
6,0,011,2,0.8308,13327,16042
6,0,011,1,0.7375,15447,20945
6,0,011,0,0.6086,16922,27807
6,0,011,-1,0.4709,9367,19891
6,0,011,-2,0.3479,5119,14713
6,0,011,-3,0.2468,2548,10324
6,0,011,-4,0.1632,1180,7230
6,0,011,-5,0.1059,547,5164
6,0,011,-6,0.0669,267,3992
6,0,011,-7,0.0346,122,3526
6,0,011,-8,0.0268,99,3697
6,0,011,-9,0.0122,46,3780
6,0,011,-10,0.0081,35,4299
6,0,011,-11,0.0027,14,5263
6,0,011,-12,0.0015,8,5500
6,0,011,-13,0.0008,5,5940
6,0,011,-14,0.0005,3,5872
6,0,011,-15,0.0009,5,5788
6,0,011,-16,0.0,0,5513
6,0,011,-17,0.0,0,5046
6,0,011,-18,0.0,0,9343
6,0,100,18,1.0,3116,3116
6,0,100,17,1.0,1657,1657
6,0,100,16,1.0,1749,1749
6,0,100,15,1.0,1818,1818
6,0,100,14,1.0,1708,1708
6,0,100,13,1.0,1731,1731
6,0,100,12,0.9994,1566,1567
6,0,100,11,1.0,1519,1519
6,0,100,10,0.9985,1359,1361
6,0,100,9,0.9984,1282,1284
6,0,100,8,0.9928,830,836
6,0,100,7,0.9906,839,847
6,0,100,6,0.9762,1149,1177
6,0,100,5,0.9567,1525,1594
6,0,100,4,0.9404,2257,2400
6,0,100,3,0.908,2960,3260
6,0,100,2,0.8406,3691,4391
6,0,100,1,0.7549,4171,5525
6,0,100,0,0.6202,3918,6317
6,0,100,-1,0.4695,2177,4637
6,0,100,-2,0.3178,1068,3361
6,0,100,-3,0.2222,512,2304
6,0,100,-4,0.1312,212,1616
6,0,100,-5,0.086,105,1221
6,0,100,-6,0.0571,58,1016
6,0,100,-7,0.0305,28,917
6,0,100,-8,0.0221,31,1405
6,0,100,-9,0.0041,6,1464
6,0,100,-10,0.0043,7,1643
6,0,100,-11,0.0024,4,1677
6,0,100,-12,0.0006,1,1802
6,0,100,-13,0.0022,4,1778
6,0,100,-14,0.0005,1,1890
6,0,100,-15,0.0,0,1796
6,0,100,-16,0.0006,1,1736
6,0,100,-17,0.0,0,1496
6,0,100,-18,0.0,0,2359
6,0,101,18,1.0,4352,4352
6,0,101,17,1.0,2303,2303
6,0,101,16,1.0,2349,2349
6,0,101,15,1.0,2472,2472
6,0,101,14,1.0,2470,2470
6,0,101,13,1.0,2399,2399
6,0,101,12,1.0,2209,2209
6,0,101,11,0.999,2027,2029
6,0,101,10,0.9971,1749,1754
6,0,101,9,0.9982,1122,1124
6,0,101,8,0.996,1001,1005
6,0,101,7,0.9941,1179,1186
6,0,101,6,0.9775,1523,1558
6,0,101,5,0.9703,2153,2219
6,0,101,4,0.9459,3023,3196
6,0,101,3,0.9131,3940,4315
6,0,101,2,0.8459,5028,5944
6,0,101,1,0.7686,5612,7302
6,0,101,0,0.657,5465,8318
6,0,101,-1,0.5074,3062,6035
6,0,101,-2,0.3607,1597,4427
6,0,101,-3,0.266,846,3181
6,0,101,-4,0.1781,388,2179
6,0,101,-5,0.1022,163,1595
6,0,101,-6,0.0656,87,1327
6,0,101,-7,0.0307,39,1272
6,0,101,-8,0.0208,29,1397
6,0,101,-9,0.0106,21,1975
6,0,101,-10,0.0051,11,2152
6,0,101,-11,0.0051,12,2370
6,0,101,-12,0.0012,3,2443
6,0,101,-13,0.0012,3,2480
6,0,101,-14,0.0016,4,2528
6,0,101,-15,0.0,0,2549
6,0,101,-16,0.0,0,2275
6,0,101,-17,0.0,0,2006
6,0,101,-18,0.0,0,3173
6,0,110,18,1.0,3638,3638
6,0,110,17,1.0,1887,1887
6,0,110,16,1.0,1967,1967
6,0,110,15,1.0,2076,2076
6,0,110,14,1.0,2060,2060
6,0,110,13,0.9985,1951,1954
6,0,110,12,1.0,1805,1805
6,0,110,11,0.9982,1672,1675
6,0,110,10,0.9993,1483,1484
6,0,110,9,0.9955,880,884
6,0,110,8,0.9979,968,970
6,0,110,7,0.9921,1010,1018
6,0,110,6,0.9824,1284,1307
6,0,110,5,0.9732,1780,1829
6,0,110,4,0.9486,2436,2568
6,0,110,3,0.921,3415,3708
6,0,110,2,0.8712,4275,4907
6,0,110,1,0.7966,4930,6189
6,0,110,0,0.694,4981,7177
6,0,110,-1,0.554,2762,4986
6,0,110,-2,0.4047,1518,3751
6,0,110,-3,0.2994,771,2575
6,0,110,-4,0.2031,387,1905
6,0,110,-5,0.1175,155,1319
6,0,110,-6,0.0667,73,1095
6,0,110,-7,0.0573,60,1048
6,0,110,-8,0.0243,39,1608
6,0,110,-9,0.0134,23,1711
6,0,110,-10,0.0066,12,1830
6,0,110,-11,0.0047,9,1920
6,0,110,-12,0.0044,9,2059
6,0,110,-13,0.0019,4,2085
6,0,110,-14,0.0019,4,2094
6,0,110,-15,0.0005,1,2038
6,0,110,-16,0.0,0,1927
6,0,110,-17,0.0,0,1698
6,0,110,-18,0.0,0,2774
6,0,111,18,1.0,5239,5239
6,0,111,17,1.0,2672,2672
6,0,111,16,1.0,2851,2851
6,0,111,15,1.0,2869,2869
6,0,111,14,1.0,2940,2940
6,0,111,13,1.0,2782,2782
6,0,111,12,0.9996,2618,2619
6,0,111,11,0.9996,2322,2323
6,0,111,10,0.9979,1928,1932
6,0,111,9,0.9974,1173,1176
6,0,111,8,0.9983,1170,1172
6,0,111,7,0.9948,1328,1335
6,0,111,6,0.99,1687,1704
6,0,111,5,0.9688,2394,2471
6,0,111,4,0.9518,3277,3443
6,0,111,3,0.9248,4614,4989
6,0,111,2,0.8804,5898,6699
6,0,111,1,0.8,6719,8399
6,0,111,0,0.706,6612,9366
6,0,111,-1,0.5928,4027,6793
6,0,111,-2,0.459,2271,4948
6,0,111,-3,0.346,1236,3572
6,0,111,-4,0.2378,578,2431
6,0,111,-5,0.1657,300,1810
6,0,111,-6,0.1118,167,1494
6,0,111,-7,0.0559,75,1341
6,0,111,-8,0.0336,57,1698
6,0,111,-9,0.021,50,2379
6,0,111,-10,0.0114,29,2554
6,0,111,-11,0.0046,13,2836
6,0,111,-12,0.0041,12,2937
6,0,111,-13,0.001,3,3076
6,0,111,-14,0.002,6,2971
6,0,111,-15,0.001,3,2867
6,0,111,-16,0.0,0,2729
6,0,111,-17,0.0,0,2495
6,0,111,-18,0.0,0,3593
6,1,000,18,1.0,83653,83656
6,1,000,17,1.0,41648,41649
6,1,000,16,0.9999,45645,45649
6,1,000,15,0.9999,47919,47923
6,1,000,14,0.9999,47690,47697
6,1,000,13,0.9995,46258,46279
6,1,000,12,0.9993,43668,43698
6,1,000,11,0.9986,39515,39570
6,1,000,10,0.9974,34680,34772
6,1,000,9,0.9947,30809,30972
6,1,000,8,0.9891,29249,29570
6,1,000,7,0.9814,31105,31695
6,1,000,6,0.9682,37820,39062
6,1,000,5,0.9442,50969,53981
6,1,000,4,0.906,70985,78347
6,1,000,3,0.8478,96035,113273
6,1,000,2,0.7578,118335,156166
6,1,000,1,0.6349,128820,202907
6,1,000,0,0.4614,123659,267980
6,1,000,-1,0.2933,55858,190417
6,1,000,-2,0.1818,25864,142250
6,1,000,-3,0.1133,11367,100300
6,1,000,-4,0.0661,4613,69821
6,1,000,-5,0.0369,1853,50267
6,1,000,-6,0.02,790,39445
6,1,000,-7,0.0107,366,34320
6,1,000,-8,0.0051,173,34098
6,1,000,-9,0.0036,130,36278
6,1,000,-10,0.0017,68,39939
6,1,000,-11,0.0007,32,44356
6,1,000,-12,0.0004,17,47327
6,1,000,-13,0.0002,8,49159
6,1,000,-14,0.0002,9,50473
6,1,000,-15,0.0,2,49455
6,1,000,-16,0.0,0,46244
6,1,000,-17,0.0,0,41996
6,1,000,-18,0.0,1,85743
6,1,001,18,0.9999,38792,38794
6,1,001,17,1.0,19744,19744
6,1,001,16,0.9999,21746,21748
6,1,001,15,0.9999,22794,22796
6,1,001,14,0.9998,22815,22820
6,1,001,13,0.9995,21293,21304
6,1,001,12,0.9992,20029,20045
6,1,001,11,0.9984,17955,17983
6,1,001,10,0.9968,15762,15812
6,1,001,9,0.9954,13942,14007
6,1,001,8,0.9901,13296,13429
6,1,001,7,0.9822,14035,14290
6,1,001,6,0.9687,17056,17607
6,1,001,5,0.9498,23131,24353
6,1,001,4,0.9123,32413,35528
6,1,001,3,0.8594,44002,51199
6,1,001,2,0.7747,54779,70710
6,1,001,1,0.6583,60635,92102
6,1,001,0,0.4975,60366,121343
6,1,001,-1,0.3364,29093,86472
6,1,001,-2,0.2227,14398,64639
6,1,001,-3,0.1415,6398,45201
6,1,001,-4,0.0857,2695,31449
6,1,001,-5,0.0477,1074,22502
6,1,001,-6,0.0284,502,17684
6,1,001,-7,0.0161,248,15409
6,1,001,-8,0.007,110,15688
6,1,001,-9,0.0053,89,16700
6,1,001,-10,0.0019,35,18168
6,1,001,-11,0.0013,26,20257
6,1,001,-12,0.0005,11,21686
6,1,001,-13,0.0002,5,23245
6,1,001,-14,0.0002,4,23745
6,1,001,-15,0.0001,2,23460
6,1,001,-16,0.0,1,21915
6,1,001,-17,0.0,0,19848
6,1,001,-18,0.0,0,39164
6,1,010,18,1.0,15947,15947
6,1,010,17,1.0,7369,7369
6,1,010,16,1.0,7902,7902
6,1,010,15,1.0,8051,8051
6,1,010,14,0.9997,7955,7957
6,1,010,13,0.9996,7873,7876
6,1,010,12,0.999,7192,7199
6,1,010,11,0.999,5918,5924
6,1,010,10,0.997,5036,5051
6,1,010,9,0.995,4609,4632
6,1,010,8,0.9879,4499,4554
6,1,010,7,0.984,4974,5055
6,1,010,6,0.9748,6506,6674
6,1,010,5,0.9467,8666,9154
6,1,010,4,0.92,11973,13014
6,1,010,3,0.8689,16023,18441
6,1,010,2,0.788,19387,24603
6,1,010,1,0.6777,20760,30633
6,1,010,0,0.5212,19041,36536
6,1,010,-1,0.3572,9396,26307
6,1,010,-2,0.2398,4635,19328
6,1,010,-3,0.1478,2018,13649
6,1,010,-4,0.0894,862,9642
6,1,010,-5,0.0601,433,7207
6,1,010,-6,0.0306,180,5890
6,1,010,-7,0.0196,105,5366
6,1,010,-8,0.0103,56,5456
6,1,010,-9,0.0058,34,5825
6,1,010,-10,0.0025,16,6463
6,1,010,-11,0.0016,12,7625
6,1,010,-12,0.0011,9,8127
6,1,010,-13,0.0005,4,8362
6,1,010,-14,0.0004,3,8409
6,1,010,-15,0.0,0,8180
6,1,010,-16,0.0,0,7685
6,1,010,-17,0.0,0,6923
6,1,010,-18,0.0001,1,12208
6,1,011,18,0.9999,17149,17151
6,1,011,17,1.0,8659,8659
6,1,011,16,0.9999,9347,9348
6,1,011,15,0.9999,9697,9698
6,1,011,14,0.9996,9654,9658
6,1,011,13,0.9991,9215,9223
6,1,011,12,0.9996,8424,8427
6,1,011,11,0.9981,6983,6996
6,1,011,10,0.9986,5908,5916
6,1,011,9,0.9962,5276,5296
6,1,011,8,0.9924,5189,5229
6,1,011,7,0.9845,5472,5558
6,1,011,6,0.9732,6835,7023
6,1,011,5,0.952,9341,9812
6,1,011,4,0.9268,13360,14415
6,1,011,3,0.872,17692,20290
6,1,011,2,0.7974,22159,27788
6,1,011,1,0.6964,24647,35393
6,1,011,0,0.5475,24373,44519
6,1,011,-1,0.3895,12375,31774
6,1,011,-2,0.2782,6624,23806
6,1,011,-3,0.1885,3093,16410
6,1,011,-4,0.1232,1419,11514
6,1,011,-5,0.0709,599,8449
6,1,011,-6,0.0409,275,6716
6,1,011,-7,0.0231,139,6024
6,1,011,-8,0.0143,91,6351
6,1,011,-9,0.0083,55,6606
6,1,011,-10,0.0043,32,7491
6,1,011,-11,0.0017,15,8804
6,1,011,-12,0.001,9,9322
6,1,011,-13,0.0004,4,9774
6,1,011,-14,0.0003,3,9921
6,1,011,-15,0.0002,2,9758
6,1,011,-16,0.0,0,9072
6,1,011,-17,0.0,0,8196
6,1,011,-18,0.0,0,14814
6,1,100,18,1.0,6508,6508
6,1,100,17,1.0,3053,3053
6,1,100,16,1.0,3129,3129
6,1,100,15,1.0,3256,3256
6,1,100,14,1.0,3084,3084
6,1,100,13,1.0,3015,3015
6,1,100,12,1.0,2773,2773
6,1,100,11,0.9988,2600,2603
6,1,100,10,0.9966,1761,1767
6,1,100,9,0.9976,1683,1687
6,1,100,8,0.9926,1618,1630
6,1,100,7,0.9854,1817,1844
6,1,100,6,0.9743,2426,2490
6,1,100,5,0.9538,3201,3356
6,1,100,4,0.9299,4536,4878
6,1,100,3,0.8877,5762,6491
6,1,100,2,0.8164,6952,8515
6,1,100,1,0.7177,7299,10170
6,1,100,0,0.5634,6035,10712
6,1,100,-1,0.4009,3139,7829
6,1,100,-2,0.2573,1461,5678
6,1,100,-3,0.1638,668,4079
6,1,100,-4,0.1017,289,2841
6,1,100,-5,0.0579,126,2175
6,1,100,-6,0.0371,67,1807
6,1,100,-7,0.015,27,1801
6,1,100,-8,0.0087,18,2067
6,1,100,-9,0.0042,11,2640
6,1,100,-10,0.0041,12,2960
6,1,100,-11,0.0016,5,3114
6,1,100,-12,0.0012,4,3248
6,1,100,-13,0.0003,1,3376
6,1,100,-14,0.0,0,3283
6,1,100,-15,0.0,0,3264
6,1,100,-16,0.0,0,2938
6,1,100,-17,0.0004,1,2587
6,1,100,-18,0.0,0,3927
6,1,101,18,1.0,9771,9771
6,1,101,17,1.0,4564,4564
6,1,101,16,1.0,4701,4701
6,1,101,15,1.0,4736,4736
6,1,101,14,1.0,4740,4740
6,1,101,13,0.9998,4554,4555
6,1,101,12,0.9988,4231,4236
6,1,101,11,0.9997,3238,3239
6,1,101,10,0.9981,2664,2669
6,1,101,9,0.9969,2252,2259
6,1,101,8,0.9935,2308,2323
6,1,101,7,0.9899,2654,2681
6,1,101,6,0.9754,3494,3582
6,1,101,5,0.9572,4791,5005
6,1,101,4,0.9333,6608,7080
6,1,101,3,0.8868,8696,9806
6,1,101,2,0.8187,10465,12783
6,1,101,1,0.7176,11065,15420
6,1,101,0,0.5877,9665,16446
6,1,101,-1,0.4243,5121,12069
