season,session,game_code,game_id,play_num,off_team,def_team,inning,half,outs,obc,result,play_code,category,batter_name,pitcher_name,diff
2,17,021702,189,21702029,Humongous Melonheads,Kansas City Kitties,4,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Zed Leona,S.A.R Dinka,0
3,13,031308,296,31308016,Aruba Sea Serpents,Humongous Melonheads,2,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Bico Nico,Stephen Sondheim,0
5,12,051203,521,51203013,R'Lyeh Ancients,Gas House Gorillas,2,top,1,001,AutoK,1_1_AutoK,no_pa_expected,Kev Biffington,Rickey Tucker,0
6,03,060304,569,60304046,Portland Pioneers,Ursa Major Grizzlies,4,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,JZ (but not the rapper),"Jason ""Dead"" Redd",0
6,09,060902,615,60902016,Gas House Gorillas,Ursa Major Grizzlies,2,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Nono Nones,"Jason ""Dead"" Redd",0
7,02,070202,678,70202024,Gas House Gorillas,Miami Fuego,3,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Ornn Mistborn,Dylan Green,0
7,08,070803,727,70803069,R'Lyeh Ancients,Reykjavik Valkyries,8,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Big Smoke Anderson,Juniped Panda,0
7,11,071108,756,71108045,Carolina Reapers,Ursa Major Grizzlies,5,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Emerson Austin Jr.,Adam Croft,0
7,12,071205,761,71205058,Miami Fuego,Raccoon City Outbreak,6,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Harry Peritestes,Joanna McMartinez,0
1,12,011206,72,11206007,Acadia Peregrines,R'Lyeh Ancients,1,bottom,1,001,AutoSB,1_1_AutoSB,no_pa_expected,James Pablano,Nate Lewis,0
12,14,121409,2068,121409050,Portland Pioneers,Acadia Peregrines,6,bottom,1,001,cAuto,1_1_cAuto,no_pa_expected,Jimmy Payne,Fat Lever,0
12,14,121409,2068,121409054,Portland Pioneers,Acadia Peregrines,6,bottom,1,001,cAuto,1_1_cAuto,no_pa_expected,Bingle Johnson,Fat Lever,0
2,02,020201,83,20201042,Sopher McDophers,Miami Fuego,5,bottom,1,010,AutoBB,1_2_AutoBB,no_pa_expected,Dez Perado,Ed Turner,0
2,03,020306,95,20306007,Portland Pioneers,Baldur's Gate Beholders,1,bottom,1,010,AutoBB,1_2_AutoBB,no_pa_expected,Timmy Bendiš,Morris Deratt,0
2,16,021606,186,21606003,Baldur's Gate Beholders,Acadia Peregrines,1,top,1,010,AutoBB,1_2_AutoBB,no_pa_expected,Jack Goff,Mako Bierman,0
2,16,021607,187,21607033,Gas House Gorillas,Portland Pioneers,4,bottom,1,010,AutoBB,1_2_AutoBB,no_pa_expected,Ornn Mistborn,Angel Leon,0
4,12,041208,407,41208003,Sopher McDophers,Aruba Sea Serpents,1,top,1,010,AutoBB,1_2_AutoBB,no_pa_expected,Dan Gerzone,LaPrince Frye,0
1,01,010102,2,10102049,Humongous Melonheads,Carolina Reapers,7,top,1,000,AutoK,1_2_AutoK,no_pa_expected,Patrick Doyle,Tommy Foxconn,0
1,03,010303,15,10303026,Carolina Reapers,Aruba Sea Serpents,3,bottom,0,011,AutoK,1_2_AutoK,no_pa_expected,Jim Boeheim,Ronald Eagle V,0
1,08,010806,48,10806057,Baldur's Gate Beholders,Halifax Highlanders,7,bottom,1,000,AutoK,1_2_AutoK,no_pa_expected,Duke McCracken,Dan Gerzone,0
3,03,030306,214,30306029,Carolina Reapers,Kansas City Kitties,4,top,1,010,AutoK,1_2_AutoK,no_pa_expected,Jake Wilson,Bobby “Freakin” Portis,0
3,03,030307,215,30307036,Sopher McDophers,Reykjavik Valkyries,5,top,1,010,AutoK,1_2_AutoK,no_pa_expected,SirNose d'Voidoffunk,Brian MacDonald,0
4,09,040908,383,40908016,Raccoon City Outbreak,Gas House Gorillas,2,bottom,1,010,AutoK,1_2_AutoK,no_pa_expected,Jarey Butts,Bartholomew Crumblepuff,499
5,01,050105,435,50105061,Miami Fuego,Kansas City Kitties,6,bottom,1,010,AutoK,1_2_AutoK,no_pa_expected,Isaac Saffron,Loghan O'Brien,0
1,10,011001,55,11001031,Sopher McDophers,Kansas City Kitties,3,top,1,010,CS,1_2_CS,no_pa_expected,Smitty Hoppenscotch,Lee Allen Ripley,0
2,19,021901,192,21901041,Humongous Melonheads,Gas House Gorillas,6,top,1,010,CS,1_2_CS,no_pa_expected,Zed Leona,Finkle Sparkles,0
12,14,121409,2068,121409051,Portland Pioneers,Acadia Peregrines,6,bottom,1,010,cAuto,1_2_cAuto,no_pa_expected,Jimmy Payne,Fat Lever,0
3,01,030106,198,30106052,Halifax Highlanders,Aruba Sea Serpents,6,bottom,1,100,AutoBB,1_3_AutoBB,no_pa_expected,Raphael Akias,Tanner Hendrix,0
3,09,030902,258,30902060,Miami Fuego,Acadia Peregrines,6,bottom,1,100,AutoK,1_3_AutoK,no_pa_expected,Pennis Brinner,True Pierce,0
5,14,051406,540,51406051,Carolina Reapers,Raccoon City Outbreak,6,top,1,100,AutoK,1_3_AutoK,no_pa_expected,Icna Comit,Bobby Portis,0
12,14,121409,2068,121409052,Portland Pioneers,Acadia Peregrines,6,bottom,1,100,cAuto,1_3_cAuto,no_pa_expected,Jimmy Payne,Fat Lever,0
1,03,010305,17,10305014,Gas House Gorillas,Sunnydale Slayers,2,top,1,001,AutoK,1_4_AutoK,no_pa_expected,Dog Man,Tim Burr,0
1,06,010605,35,10605025,Acadia Peregrines,Aruba Sea Serpents,3,bottom,1,011,AutoK,1_4_AutoK,no_pa_expected,George Ewell,Ronald Eagle V,0
2,16,021601,181,21601015,Miami Fuego,Sopher McDophers,2,bottom,1,011,AutoK,1_4_AutoK,no_pa_expected,AJ Preller,Hans Ali,0
3,07,030706,246,30706015,Carolina Reapers,Sopher McDophers,2,bottom,1,011,AutoK,1_4_AutoK,no_pa_expected,Dick Pole,Atlas Quin,0
6,14,061402,655,61402047,Gas House Gorillas,R'Lyeh Ancients,5,top,1,011,AutoK,1_4_AutoK,no_pa_expected,Alternate Site,Petra Sabor,0
7,05,070501,701,70501011,Acadia Peregrines,Aruba Sea Serpents,1,bottom,1,011,AutoK,1_4_AutoK,no_pa_expected,LeBarn James,Calvin Guerensk,0
7,05,070504,704,70504040,Raccoon City Outbreak,Portland Pioneers,4,bottom,1,011,AutoK,1_4_AutoK,no_pa_expected,Streetlamp LeMoose,Matt Himynamis,0
1,05,010501,25,10501035,Carolina Reapers,Kansas City Kitties,4,bottom,1,011,CS,1_4_CS,no_pa_expected,Viking Fishbird,Lee Allen Ripley,0
2,02,020201,83,20201043,Sopher McDophers,Miami Fuego,5,bottom,1,011,CS,1_4_CS,no_pa_expected,Dez Perado,Ed Turner,0
2,05,020505,108,20505014,Gas House Gorillas,Sunnydale Slayers,2,top,1,011,CS,1_4_CS,no_pa_expected,Ryan Gastings,Q Kimbrel,0
3,01,030103,195,30103037,Baldur's Gate Beholders,Kansas City Kitties,5,top,1,011,CS,1_4_CS,no_pa_expected,War Hamster,Cannibal Johnson,0
3,10,031004,268,31004034,Sunnydale Slayers,Kansas City Kitties,4,top,1,101,AutoBB,1_5_AutoBB,no_pa_expected,Lefty Louis,S.A.R Dinka,0
5,11,051105,515,51105016,Humongous Melonheads,Gas House Gorillas,2,bottom,1,101,AutoBB,1_5_AutoBB,no_pa_expected,Osmosis Jones,Bartholomew Crumblepuff,0
2,06,020604,114,20604014,Reykjavik Valkyries,Kansas City Kitties,2,top,1,101,AutoK,1_5_AutoK,no_pa_expected,Woofie K9,Sam Anger,0
2,12,021203,155,21203026,Kansas City Kitties,Sopher McDophers,3,top,1,101,AutoK,1_5_AutoK,no_pa_expected,Blue Moon Barthelemy,Atlas Quin,0
3,08,030802,250,30802032,Acadia Peregrines,Gas House Gorillas,4,top,1,101,AutoK,1_5_AutoK,no_pa_expected,Stan Mann,Bartholomew Crumblepuff,0
3,14,031405,301,31405011,Kansas City Kitties,Raccoon City Outbreak,2,top,1,101,AutoK,1_5_AutoK,no_pa_expected,Niklas Sheely,Diego Medina,0
2,14,021404,170,21404013,Baldur's Gate Beholders,Reykjavik Valkyries,2,top,1,110,AutoBB,1_6_AutoBB,no_pa_expected,Barney Summers,Britt O'War,0
3,06,030603,235,30603045,Baldur's Gate Beholders,Portland Pioneers,5,bottom,1,101,CS,1_6_CS,no_pa_expected,War Hamster,Gus Buster,0
2,09,020904,135,20904031,Humongous Melonheads,R'Lyeh Ancients,4,bottom,1,111,AutoK,1_7_AutoK,no_pa_expected,Zed Leona,Copenhagen Black,0
1,11,011105,65,11105024,Acadia Peregrines,Sunnydale Slayers,3,top,1,111,CS,1_7_CS,no_pa_expected,Foxx Dashington,Thomas Nova,0
1,01,010101,1,10101033,Aruba Sea Serpents,Kansas City Kitties,4,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Casey Jones,S.A.R Dinka,0
2,01,020104,79,20104027,Portland Pioneers,Reykjavik Valkyries,3,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Timmy Bendiš,Brian MacDonald,0
3,05,030502,226,30502037,Portland Pioneers,Acadia Peregrines,4,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Kalin Young,Mako Bierman,0
4,03,040306,333,40306052,Kansas City Kitties,Miami Fuego,7,top,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Aapo,Fuzzy Dunlop,0
4,05,040505,348,40505016,Raccoon City Outbreak,Aruba Sea Serpents,2,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Willie Mays Hayes,Red Arrow,0
5,06,050601,471,50601003,R'Lyeh Ancients,Acadia Peregrines,1,top,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Dom Emnic,Ryan Gastings,0
6,10,061004,625,61004009,Humongous Melonheads,Portland Pioneers,1,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Haraldo MacKenzie,Angel Leon,0
6,12,061205,642,61205044,Carolina Reapers,Miami Fuego,4,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Dirk Dangerous,Tommy Tightpants,0
7,04,070405,697,70405047,Miami Fuego,Carolina Reapers,6,top,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Harry Peritestes,Steven Silston,0
7,04,070406,698,70406019,Kansas City Kitties,Raccoon City Outbreak,2,bottom,2,000,AutoBB,2_0_AutoBB,no_pa_expected,Yoel Roshi,Matthew Longballo,0
1,01,010101,1,10101003,Kansas City Kitties,Aruba Sea Serpents,1,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Blue Moon Barthelemy,Ronald Eagle V,0
1,02,010204,10,10204035,Gas House Gorillas,R'Lyeh Ancients,5,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Aych Imtayaz,Nate Lewis,0
1,02,010206,12,10206026,Baldur's Gate Beholders,Acadia Peregrines,3,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Tyler Palmatier,Kegs Mabry,0
1,05,010501,25,10501039,Kansas City Kitties,Carolina Reapers,5,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Antwan Zella,Artie Ziff,0
1,06,010604,34,10604036,Gas House Gorillas,Sopher McDophers,5,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Dropov Andpicov,William Hatchet,0
1,07,010703,39,10703036,Baldur's Gate Beholders,Carolina Reapers,5,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Filthy Frank,Rub A. Chikin,0
1,07,010706,42,10706047,Aruba Sea Serpents,Halifax Highlanders,6,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,William Wallace,Jordan Peppers,0
1,08,010803,45,10803014,Kansas City Kitties,Aruba Sea Serpents,2,top,1,000,AutoK,2_0_AutoK,no_pa_expected,Gianni,Miss Bats,0
1,08,010806,48,10806007,Baldur's Gate Beholders,Halifax Highlanders,1,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,John Fitz,Jordan Peppers,0
1,10,011006,60,11006009,Baldur's Gate Beholders,R'Lyeh Ancients,1,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Spike McBride,Pete Jones,0
1,12,011205,71,11205012,Halifax Highlanders,Gas House Gorillas,2,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Von Majica,Bartholomew Crumblepuff,0
1,12,011205,71,11205019,Gas House Gorillas,Halifax Highlanders,2,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Aych Imtayaz,Johnny Dickshot,0
1,13,011301,73,11301019,Carolina Reapers,Miami Fuego,3,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Jake Wilson,Ed Turner,0
2,01,020103,78,20103058,Humongous Melonheads,Sopher McDophers,6,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Stephen Sondheim,Madis Mickelson,0
2,03,020304,93,20304028,Aruba Sea Serpents,Kansas City Kitties,3,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Zed Leona,S.A.R Dinka,0
2,04,020404,100,20404013,Reykjavik Valkyries,Humongous Melonheads,2,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Rivka Morales,Carney Lerouix,0
2,06,020605,115,20605011,R'Lyeh Ancients,Portland Pioneers,2,top,2,000,AutoK,2_0_AutoK,no_pa_expected,War Hamster,Angel Leon,0
2,11,021104,149,21104030,Aruba Sea Serpents,Reykjavik Valkyries,4,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Vandalia Halen,Britt O'War,0
2,14,021401,167,21401012,Humongous Melonheads,Miami Fuego,2,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Solomon Caine,Ed Turner,0
2,14,021401,167,21401037,Miami Fuego,Humongous Melonheads,4,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Ben Williams,Rascal Alex,0
2,14,021402,168,21402030,Carolina Reapers,Kansas City Kitties,4,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Jake Wilson,Cannibal Johnson,0
3,03,030307,215,30307010,Reykjavik Valkyries,Sopher McDophers,1,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Jack Alpha,Atlas Quin,0
3,12,031201,281,31201044,Ursa Major Grizzlies,Acadia Peregrines,6,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Barney Summers,James Pablano,0
4,10,041002,385,41002014,Carolina Reapers,Gas House Gorillas,2,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Fat Wad,Finkle Sparkles,0
5,02,050206,444,50206003,Carolina Reapers,Kansas City Kitties,1,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Dick Pole,Yoel Roshi,0
5,08,050806,492,50806065,Humongous Melonheads,Kansas City Kitties,7,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Jerome Garcia,Loghan O'Brien,0
5,09,050908,502,50908040,Portland Pioneers,Aruba Sea Serpents,5,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Raphael Akias,Donatello Chalupa,0
6,05,060504,585,60504024,Portland Pioneers,Halifax Highlanders,3,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Mike Fruitstand,Dylan Green,0
6,13,061305,650,61305013,Miami Fuego,Raccoon City Outbreak,2,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Ben Bramly,Diego Medina,0
6,14,061406,659,61406015,Carolina Reapers,Raccoon City Outbreak,2,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Daniel Martinez,Sheridan Blackstone,0
7,02,070205,681,70205026,Humongous Melonheads,Baldur's Gate Beholders,3,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Rotticus Scott Jr.,Mad Monty,0
7,09,070907,739,70907049,Carolina Reapers,Reykjavik Valkyries,6,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Johnny McFarland,Sandy Collazo,0
7,13,071305,769,71305013,Miami Fuego,Carolina Reapers,2,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Zin Martinez,Doc Dockerson,0
7,14,071405,777,71405067,Kansas City Kitties,Miami Fuego,6,bottom,2,000,AutoK,2_0_AutoK,no_pa_expected,Jackie Daytona,Dylan Green,0
7,14,071406,778,71406013,Raccoon City Outbreak,Carolina Reapers,2,top,2,000,AutoK,2_0_AutoK,no_pa_expected,Robert Atech,Pablo Sanchez,0
3,05,030506,230,30506049,Carolina Reapers,Reykjavik Valkyries,6,top,2,001,AutoBB,2_1_AutoBB,no_pa_expected,Austin Schwartz,Willoughby Hoose,0
3,09,030902,258,30902037,Miami Fuego,Acadia Peregrines,4,bottom,2,001,AutoBB,2_1_AutoBB,no_pa_expected,Fuzzy Dunlop,Mako Bierman,0
6,07,060701,598,60701033,Acadia Peregrines,Portland Pioneers,3,bottom,2,001,AutoBB,2_1_AutoBB,no_pa_expected,Kegs Mabry,Matt Himynamis,0
1,09,010904,52,10904013,Halifax Highlanders,Sunnydale Slayers,2,bottom,1,001,AutoK,2_1_AutoK,no_pa_expected,Chuck McCluster,Thomas Nova,0
1,10,011006,60,11006017,Baldur's Gate Beholders,R'Lyeh Ancients,2,bottom,2,001,AutoK,2_1_AutoK,no_pa_expected,Ross Fire,Pete Jones,0
1,10,011006,60,11006025,Baldur's Gate Beholders,R'Lyeh Ancients,3,bottom,2,001,AutoK,2_1_AutoK,no_pa_expected,Spike McBride,Pete Jones,0
2,01,020107,82,20107046,Halifax Highlanders,Baldur's Gate Beholders,5,bottom,2,001,AutoK,2_1_AutoK,no_pa_expected,Tommy Reenwood,Charlie Yeager,0
2,05,020506,109,20506005,Baldur's Gate Beholders,R'Lyeh Ancients,1,top,2,001,AutoK,2_1_AutoK,no_pa_expected,Jerry Jingles,Boaty McBoatface,0
2,12,021202,154,21202015,Carolina Reapers,Reykjavik Valkyries,2,top,2,001,AutoK,2_1_AutoK,no_pa_expected,Johnny Hopkins,Brian MacDonald,0
3,04,030405,221,30405045,Kansas City Kitties,Raccoon City Outbreak,5,bottom,2,001,AutoK,2_1_AutoK,no_pa_expected,Grey Goose McGillicuddy,Mat Gamel,0
3,07,030708,248,30708029,Miami Fuego,Reykjavik Valkyries,4,top,2,001,AutoK,2_1_AutoK,no_pa_expected,Bico Nico,Tanner Hendrix,0
3,08,030808,256,30808029,Miami Fuego,Aruba Sea Serpents,3,bottom,2,001,AutoK,2_1_AutoK,no_pa_expected,AJ Preller,Daraya Jonjet,0
4,11,041106,397,41106044,Carolina Reapers,Halifax Highlanders,5,bottom,2,001,AutoK,2_1_AutoK,no_pa_expected,Dirk Dangerous,Dylan Green,120
5,02,050202,440,50202052,Sunnydale Slayers,Ursa Major Grizzlies,5,top,2,001,AutoK,2_1_AutoK,no_pa_expected,Assassin Xekutioner,"Jason ""Dead"" Redd",0
7,01,070106,674,70106013,Carolina Reapers,Raccoon City Outbreak,2,top,2,001,AutoK,2_1_AutoK,no_pa_expected,Daniel Martinez,Diego Medina,0
1,10,011006,60,11006041,R'Lyeh Ancients,Baldur's Gate Beholders,5,top,2,001,AutoSB,2_1_AutoSB,no_pa_expected,Master Cashier,Syd Kidd,0
2,16,021604,184,21604006,Halifax Highlanders,Kansas City Kitties,1,top,2,001,AutoSB,2_1_AutoSB,no_pa_expected,Spike Suzuki,Babatunde Oladotun,0
3,04,030405,221,30405011,Raccoon City Outbreak,Kansas City Kitties,2,top,2,001,AutoSB,2_1_AutoSB,no_pa_expected,Kiger Wulf,Cannibal Johnson,0
4,15,041503,426,41503021,Sopher McDophers,Humongous Melonheads,2,bottom,2,001,AutoSB,2_1_AutoSB,no_pa_expected,Henrik Omega,,0
1,12,011206,72,11206009,Acadia Peregrines,R'Lyeh Ancients,1,bottom,2,010,AutoBB,2_2_AutoBB,no_pa_expected,Foxx Dashington,Nate Lewis,0
1,05,010504,28,10504033,Acadia Peregrines,R'Lyeh Ancients,4,top,2,010,AutoK,2_2_AutoK,no_pa_expected,Stan Mann,Boaty McBoatface,0
2,08,020805,129,20805010,Aruba Sea Serpents,Baldur's Gate Beholders,1,bottom,2,010,AutoK,2_2_AutoK,no_pa_expected,Brandon Blade,Syd Kidd,0
3,01,030104,196,30104004,Miami Fuego,Sunnydale Slayers,1,top,2,010,AutoK,2_2_AutoK,no_pa_expected,Clive Babineaux,Cal Lidous,0
4,08,040806,373,40806041,Carolina Reapers,Aruba Sea Serpents,6,top,2,010,AutoK,2_2_AutoK,no_pa_expected,Fat Wad,LaPrince Frye,0
1,05,010503,27,10503033,Aruba Sea Serpents,Miami Fuego,4,bottom,2,010,CS,2_2_CS,no_pa_expected,Brigham Young,Tony Smehrik,0
1,06,010601,31,10601009,R'Lyeh Ancients,Humongous Melonheads,1,bottom,2,010,CS,2_2_CS,no_pa_expected,Lefty Schweez,Ricky Vaughn,0
3,01,030101,193,30101028,Raccoon City Outbreak,Ursa Major Grizzlies,3,bottom,2,010,CS,2_2_CS,no_pa_expected,Viking Fishbird,Louis Whip,0
2,04,020403,99,20403036,Sopher McDophers,Aruba Sea Serpents,5,bottom,2,010,SB,2_2_SB,no_pa_expected,Lance Lummoxx,Tanner Hendrix,0
2,14,021404,170,21404070,Baldur's Gate Beholders,Reykjavik Valkyries,8,top,2,010,SB,2_2_SB,no_pa_expected,Rabbi Chase,Willoughby Hoose,0
2,07,020703,120,20703015,Aruba Sea Serpents,Humongous Melonheads,2,top,2,100,AutoBB,2_3_AutoBB,no_pa_expected,Magic Simmons,Carney Lerouix,0
2,01,020101,76,20101030,Kansas City Kitties,Miami Fuego,3,top,1,100,AutoK,2_3_AutoK,no_pa_expected,Icna Comit,Tony Smehrik,0
6,12,061202,639,61202040,Gas House Gorillas,Portland Pioneers,5,top,2,100,AutoK,2_3_AutoK,no_pa_expected,Conor Sexton,Angel Leon,0
1,08,010806,48,10806025,Baldur's Gate Beholders,Halifax Highlanders,3,bottom,1,100,CS,2_3_CS,no_pa_expected,Spike McBride,Dan Gerzone,0
2,04,020403,99,20403037,Sopher McDophers,Aruba Sea Serpents,5,bottom,2,100,CS,2_3_CS,no_pa_expected,Lance Lummoxx,Tanner Hendrix,0
6,02,060202,559,60202025,Carolina Reapers,Gas House Gorillas,3,top,1,011,AutoBB,2_4_AutoBB,no_pa_expected,Duwan Anonly,Finkle Sparkles,0
1,12,011201,67,11201012,Kansas City Kitties,Carolina Reapers,1,bottom,2,011,AutoK,2_4_AutoK,no_pa_expected,Reggie Cooke,Rub A. Chikin,0
2,04,020402,98,20402049,Carolina Reapers,Kansas City Kitties,5,bottom,2,011,AutoK,2_4_AutoK,no_pa_expected,Jake Wilson,Guillermo Caruthers,0
3,02,030207,207,30207017,Aruba Sea Serpents,Reykjavik Valkyries,2,bottom,2,011,AutoK,2_4_AutoK,no_pa_expected,Buck Naked,Rekt Kiddo,0
3,11,031102,274,31102034,Kansas City Kitties,Acadia Peregrines,4,top,2,011,AutoK,2_4_AutoK,no_pa_expected,Niklas Sheely,True Pierce,0
4,12,041208,407,41208012,Aruba Sea Serpents,Sopher McDophers,1,bottom,2,011,AutoK,2_4_AutoK,no_pa_expected,Arm N. Hammer,LaCarpetron Dukemarriot,235
3,01,030108,200,30108031,R'Lyeh Ancients,Sopher McDophers,3,bottom,2,101,AutoBB,2_5_AutoBB,no_pa_expected,Ricky Calzone,Madis Mickelson,0
3,13,031303,291,31303044,Portland Pioneers,R'Lyeh Ancients,4,bottom,2,101,AutoK,2_5_AutoK,no_pa_expected,Kalin Young,Copenhagen Black,0
2,16,021606,186,21606017,Baldur's Gate Beholders,Acadia Peregrines,2,top,2,111,AutoBB,2_7_AutoBB,no_pa_expected,Jack Goff,Mako Bierman,0
