id,game_id,play_num,game_code,timestamp,umpire,away,home,inning_raw,away_score,home_score,play_type,result,play_code,pitcher_id,catcher_id,pos,batter_id,on_first,on_second,on_third,scored2,scored3,scored4,er1,er2,er3,er4,pitch,swing,throw_num,runner_id,steal_num,pitcher_name,batter_name,catcher_name,runner_name,off_team,def_team,inning,half,obc,outs,diff,is_fp_inn,is_fp_app,league,season,season_type
41149,457,50403002,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,1027,3082,null,1082,1082,0,0,0,0,0,null,null,null,null,0,0,811,1082,50,Thomas Nova,Basebally McBaseballface Jr.,Basethony Balltano,Basebally McBaseballface Jr.,Ursa Major Grizzlies,Sopher McDophers,1,top,001,0,0,false,false,MLN,5,null
41165,457,50403018,null,null,null,null,null,null,3,1,Steal,CS2,0_1_CS2,3015,3007,null,1023,1023,0,0,0,0,0,null,null,null,null,0,0,912,1023,250,"Jason ""Dead"" Redd",Dan Gerzone,Salvatore Sal De Luca,Dan Gerzone,Sopher McDophers,Ursa Major Grizzlies,2,bottom,001,0,0,false,false,MLN,5,null
41184,457,50403037,null,null,null,null,null,null,3,1,Steal,SB2,0_1_SB2,3015,3007,null,1023,1023,0,0,0,0,0,null,null,null,null,0,0,666,1023,500,"Jason ""Dead"" Redd",Dan Gerzone,Salvatore Sal De Luca,Dan Gerzone,Sopher McDophers,Ursa Major Grizzlies,5,bottom,001,0,0,false,false,MLN,5,null
41206,458,50404009,null,null,null,null,null,null,0,0,Steal,SB2,1_1_SB2,2032,1071,null,1158,1158,0,0,0,0,0,null,null,null,null,0,0,964,1158,791,Kali McSuntas,Master Cashier,Isaac Saffron,Master Cashier,Sunnydale Slayers,Miami Fuego,2,top,001,1,0,false,false,MLN,5,null
41213,458,50404016,null,null,null,null,null,null,2,0,Steal,SB2,1_1_SB2,1087,3039,null,1099,1099,0,0,0,0,0,null,null,null,null,0,0,324,1099,105,Foxx Dashington,Baron Samedi,Bob Wehadababyitzaboy,Baron Samedi,Miami Fuego,Sunnydale Slayers,2,bottom,001,1,0,false,false,MLN,5,null
41282,459,50405033,null,null,null,null,null,null,2,2,Steal,CS2,1_1_CS2,3027,3077,null,2082,2082,0,0,0,0,0,null,null,null,null,0,0,354,2082,5,Diego Medina,Dixon Uraz,Derek Bongiovanni,Dixon Uraz,Gas House Gorillas,Raccoon City Outbreak,4,bottom,001,1,0,false,false,MLN,5,null
41298,459,50405049,null,null,null,null,null,null,2,2,Steal,CS2,2_1_CS2,2104,3077,null,1108,3043,0,0,0,0,0,null,null,null,null,0,0,472,1184,888,Bobby Portis,Conor Sexton,Derek Bongiovanni,Buzz Schwinghammer,Gas House Gorillas,Raccoon City Outbreak,6,bottom,001,2,0,false,false,MLN,5,null
41429,461,50407059,null,null,null,null,null,null,4,4,Steal,SB2,1_1_SB2,2075,1191,null,5002,5002,0,0,0,0,0,null,null,null,null,0,0,489,5002,736,Tactical Panda,Luigi DaBetterBruduh,Morris Deratt,Luigi DaBetterBruduh,Humongous Melonheads,R'Lyeh Ancients,7,bottom,001,1,0,false,false,MLN,5,null
41447,461,50407077,null,null,null,null,null,null,4,4,Steal,CS2,1_1_CS2,2075,1191,null,5002,5002,0,0,0,0,0,null,null,null,null,0,0,550,5002,200,Tactical Panda,Luigi DaBetterBruduh,Morris Deratt,Luigi DaBetterBruduh,Humongous Melonheads,R'Lyeh Ancients,9,bottom,001,1,0,false,false,MLN,5,null
41449,461,50407079,null,null,null,null,null,null,4,4,Steal,SB2,2_1_SB2,2075,1191,null,1054,1054,0,0,0,0,0,null,null,null,null,0,0,939,1054,927,Tactical Panda,Steve Hofbardozzi Jr. Jr. Jr.,Morris Deratt,Steve Hofbardozzi Jr. Jr. Jr.,Humongous Melonheads,R'Lyeh Ancients,9,bottom,001,1,0,false,false,MLN,5,null
41465,462,50408015,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,4037,1063,null,5005,5005,0,0,0,0,0,null,null,null,null,0,0,900,5005,1,Thor Odinsson,Narancia Ghirga,Alex Yaxley,Narancia Ghirga,Portland Pioneers,Carolina Reapers,2,bottom,001,0,0,false,false,MLN,5,null
41467,462,50408017,null,null,null,null,null,null,0,0,Steal,SB2,0_5_SB2,4037,1063,null,2109,2109,0,5005,0,0,0,null,null,null,null,0,0,713,2109,950,Thor Odinsson,Nate Duke,Alex Yaxley,Nate Duke,Portland Pioneers,Carolina Reapers,2,bottom,101,0,0,false,false,MLN,5,null
41502,462,50408052,null,null,null,null,null,null,6,5,Steal,SB2,1_1_SB2,2000,1063,null,2069,2069,0,0,0,0,0,null,null,null,null,0,0,300,2069,633,Jerry Jingles,Tygen Shinybeard,Alex Yaxley,Tygen Shinybeard,Portland Pioneers,Carolina Reapers,5,bottom,001,1,0,false,false,MLN,5,null
41506,463,50501002,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,1140,3043,null,1091,1091,0,0,0,0,0,null,null,null,null,0,0,879,1091,72,Bartholomew Crumblepuff,Dougal McGoogol,Rekt Kiddo,Dougal McGoogol,Acadia Peregrines,Gas House Gorillas,1,top,001,0,0,false,false,MLN,5,null
41509,463,50501005,null,null,null,null,null,null,1,0,Steal,SB2,1_1_SB2,1140,3043,null,3019,3019,0,0,0,0,0,null,null,null,null,0,0,213,3019,500,Bartholomew Crumblepuff,Will The Thrill,Rekt Kiddo,Will The Thrill,Acadia Peregrines,Gas House Gorillas,1,top,001,1,0,false,false,MLN,5,null
41550,463,50501046,null,null,null,null,null,null,1,5,Steal,SB2,0_5_SB2,5010,1041,null,3043,3043,0,5007,0,0,0,null,null,null,null,0,0,1,3043,788,Viktor Patterson,Rekt Kiddo,Barney Summers,Rekt Kiddo,Gas House Gorillas,Acadia Peregrines,5,bottom,101,0,0,false,false,MLN,5,null
41562,464,50502004,null,null,null,null,null,null,0,0,Steal,CS2,2_1_CS2,2090,1191,null,1166,1166,0,0,0,0,0,null,null,null,null,0,0,396,1166,852,Goro Shinoda,Ecliptic Astrum,Morris Deratt,Ecliptic Astrum,Baldur's Gate Beholders,R'Lyeh Ancients,1,top,001,2,0,false,false,MLN,5,null
41565,464,50502007,null,null,null,null,null,null,0,0,Steal,SB2,1_1_SB2,2047,1166,null,3051,3051,0,0,0,0,0,null,null,null,null,0,0,289,3051,500,Calvin Huff,Carlo E. Formaggio,Ecliptic Astrum,Carlo E. Formaggio,R'Lyeh Ancients,Baldur's Gate Beholders,1,bottom,001,1,0,false,false,MLN,5,null
41614,465,50503010,null,null,null,null,null,null,0,0,Steal,SB2,1_1_SB2,1083,1002,null,4042,4042,0,0,0,0,0,null,null,null,null,0,0,726,4042,715,Tony Smehrik,Sarah Buntingsworth,Garitek,Sarah Buntingsworth,Portland Pioneers,Ursa Major Grizzlies,2,top,001,1,0,false,false,MLN,5,null
41623,465,50503019,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,1083,1002,null,2069,2069,0,0,0,0,0,null,null,null,null,0,0,3,2069,167,Tony Smehrik,Tygen Shinybeard,Garitek,Tygen Shinybeard,Portland Pioneers,Ursa Major Grizzlies,3,top,001,0,0,false,false,MLN,5,null
41626,465,50503022,null,null,null,null,null,null,0,0,Steal,SB2,1_5_SB2,1083,1002,null,1069,1069,0,2069,0,0,0,null,null,null,null,0,0,3,1069,800,Tony Smehrik,Rub A. Chikin,Garitek,Rub A. Chikin,Portland Pioneers,Ursa Major Grizzlies,3,top,101,1,0,false,false,MLN,5,null
41639,465,50503035,null,null,null,null,null,null,3,0,Steal,SB2,2_1_SB2,1083,1002,null,5005,5005,0,0,0,0,0,null,null,null,null,0,0,808,5005,503,Tony Smehrik,Narancia Ghirga,Garitek,Narancia Ghirga,Portland Pioneers,Ursa Major Grizzlies,4,top,001,2,0,false,false,MLN,5,null
41641,465,50503037,null,null,null,null,null,null,4,0,Steal,SB2,2_1_SB2,1083,1002,null,2069,2069,0,0,0,0,0,null,null,null,null,0,0,585,2069,727,Tony Smehrik,Tygen Shinybeard,Garitek,Tygen Shinybeard,Portland Pioneers,Ursa Major Grizzlies,4,top,001,2,0,false,false,MLN,5,null
41659,465,50503055,null,null,null,null,null,null,5,1,Steal,SB2,2_1_SB2,2096,1002,null,5005,5005,0,0,0,0,0,null,null,null,null,0,0,340,5005,642,Adam Croft,Narancia Ghirga,Garitek,Narancia Ghirga,Portland Pioneers,Ursa Major Grizzlies,6,top,001,2,0,false,false,MLN,5,null
41661,465,50503057,null,null,null,null,null,null,5,1,Steal,SB2,2_5_SB2,2096,1002,null,2069,2069,0,5005,0,0,0,null,null,null,null,0,0,45,2069,782,Adam Croft,Tygen Shinybeard,Garitek,Tygen Shinybeard,Portland Pioneers,Ursa Major Grizzlies,6,top,101,2,0,false,false,MLN,5,null
41663,465,50503059,null,null,null,null,null,null,7,1,Steal,CS2,2_1_CS2,2096,1002,null,2094,2094,0,0,0,0,0,null,null,null,null,0,0,905,2094,333,Adam Croft,JZ (but not the rapper),Garitek,JZ (but not the rapper),Portland Pioneers,Ursa Major Grizzlies,6,top,001,2,0,false,false,MLN,5,null
41693,466,50504023,null,null,null,null,null,null,0,5,Steal,SB2,0_1_SB2,2081,4069,null,4007,4007,0,0,0,0,0,null,null,null,null,0,0,785,4007,624,Cal Lidous,Reese Worthington,Hot Dog Jeopardy,Reese Worthington,Halifax Highlanders,Sunnydale Slayers,3,top,001,0,0,false,false,MLN,5,null
41707,466,50504037,null,null,null,null,null,null,2,5,Steal,SB2,0_1_SB2,1024,1036,null,1158,1158,0,0,0,0,0,null,null,null,null,0,0,923,1158,718,Jordan Peppers,Master Cashier,Spike Suzuki,Master Cashier,Sunnydale Slayers,Halifax Highlanders,4,bottom,001,0,0,false,false,MLN,5,null
41744,467,50505024,null,null,null,null,null,null,1,3,Steal,CS2,0_1_CS2,4050,5012,null,4040,4040,0,0,0,0,0,null,null,null,null,0,0,742,4040,327,Cali Guerensk,Trogdor Fhqwhgads,Ben Bramly,Trogdor Fhqwhgads,Reykjavik Valkyries,Miami Fuego,3,bottom,001,0,0,false,false,MLN,5,null
41761,467,50505041,null,null,null,null,null,null,3,6,Steal,SB2,0_1_SB2,1079,1133,null,1073,1073,0,0,0,0,0,null,null,null,null,0,0,250,1073,420,Babatunde Oladotun,Juan Diego De Las Rosas Jr.,Hank Murphy,Juan Diego De Las Rosas Jr.,Miami Fuego,Reykjavik Valkyries,5,top,001,0,0,false,false,MLN,5,null
41789,468,50506016,null,null,null,null,null,null,2,0,Steal,SB2,1_1_SB2,4023,4066,null,2108,2108,0,0,0,0,0,null,null,null,null,0,0,629,2108,888,Vinny Vega,Arm N. Hammer,Brusdar Powerade,Arm N. Hammer,Aruba Sea Serpents,Kansas City Kitties,2,bottom,001,1,0,false,false,MLN,5,null
41797,468,50506024,null,null,null,null,null,null,2,0,Steal,SB2,0_1_SB2,4023,4066,null,2086,2086,0,0,0,0,0,null,null,null,null,0,0,403,2086,390,Vinny Vega,Drew Ekstrum,Brusdar Powerade,Drew Ekstrum,Aruba Sea Serpents,Kansas City Kitties,3,bottom,001,0,0,false,false,MLN,5,null
41809,468,50506036,null,null,null,null,null,null,4,1,Steal,SB2,0_1_SB2,4023,4066,null,4079,4079,0,0,0,0,0,null,null,null,null,0,0,792,4079,1000,Vinny Vega,Pedro Cerrano-Spaz,Brusdar Powerade,Pedro Cerrano-Spaz,Aruba Sea Serpents,Kansas City Kitties,4,bottom,001,0,0,false,false,MLN,5,null
41829,469,50507002,null,null,null,null,null,null,0,0,Steal,CS2,0_1_CS2,2049,1063,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,588,1012,31,Brian MacDonald,Reservoir Butler,Alex Yaxley,Reservoir Butler,Sopher McDophers,Carolina Reapers,1,top,001,0,0,false,false,MLN,5,null
41840,469,50507013,null,null,null,null,null,null,0,0,Steal,CS2,1_1_CS2,2049,1063,null,1023,1023,0,0,0,0,0,null,null,null,null,0,0,875,1023,222,Brian MacDonald,Dan Gerzone,Alex Yaxley,Dan Gerzone,Sopher McDophers,Carolina Reapers,2,top,001,1,0,false,false,MLN,5,null
41849,469,50507022,null,null,null,null,null,null,1,0,Steal,SB2,1_5_SB2,2049,1063,null,1006,1006,0,1156,0,0,0,null,null,null,null,0,0,222,1006,288,Brian MacDonald,Smitty Hoppenscotch,Alex Yaxley,Smitty Hoppenscotch,Sopher McDophers,Carolina Reapers,3,top,101,1,0,false,false,MLN,5,null
41859,469,50507032,null,null,null,null,null,null,4,0,Steal,SB2,0_1_SB2,2049,1063,null,1001,1001,0,0,0,0,0,null,null,null,null,0,0,659,1001,900,Brian MacDonald,Crash Davis,Alex Yaxley,Crash Davis,Sopher McDophers,Carolina Reapers,4,top,001,0,0,false,false,MLN,5,null
41932,470,50508049,null,null,null,null,null,null,3,4,Steal,CS2,1_1_CS2,1205,1201,null,3065,3065,0,0,0,0,0,null,null,null,null,0,0,433,3023,1,Stephen Sondheim,Robert Atech,Mylo Grams,Dinger Sampson,Raccoon City Outbreak,Humongous Melonheads,5,bottom,001,1,0,false,false,MLN,5,null
41951,471,50601007,null,null,null,null,null,null,0,0,Steal,SB2,1_1_SB2,4078,1191,null,1091,1091,0,0,0,0,0,null,null,null,null,0,0,852,1091,738,Sleve McDichael,Dougal McGoogol,Morris Deratt,Dougal McGoogol,Acadia Peregrines,R'Lyeh Ancients,1,bottom,001,1,0,false,false,MLN,5,null
42120,474,50604016,null,null,null,null,null,null,0,0,Steal,SB2,1_5_SB2,1087,4069,null,2069,2069,0,4042,0,0,0,null,null,null,null,0,0,954,2069,825,Foxx Dashington,Tygen Shinybeard,Hot Dog Jeopardy,Tygen Shinybeard,Portland Pioneers,Sunnydale Slayers,2,bottom,101,1,0,false,false,MLN,5,null
42123,474,50604019,null,null,null,null,null,null,0,2,Steal,SB2,2_1_SB2,1087,4069,null,1069,1069,0,0,0,0,0,null,null,null,null,0,0,955,1069,750,Foxx Dashington,Rub A. Chikin,Hot Dog Jeopardy,Rub A. Chikin,Portland Pioneers,Sunnydale Slayers,2,bottom,001,2,0,false,false,MLN,5,null
42132,474,50604028,null,null,null,null,null,null,0,2,Steal,SB2,2_1_SB2,1087,4069,null,2094,2094,0,0,0,0,0,null,null,null,null,0,0,343,2094,270,Foxx Dashington,JZ (but not the rapper),Hot Dog Jeopardy,JZ (but not the rapper),Portland Pioneers,Sunnydale Slayers,3,bottom,001,2,0,false,false,MLN,5,null
42138,474,50604034,null,null,null,null,null,null,0,2,Steal,SB2,0_1_SB2,1087,4069,null,4042,4042,0,0,0,0,0,null,null,null,null,0,0,624,4042,911,Foxx Dashington,Sarah Buntingsworth,Hot Dog Jeopardy,Sarah Buntingsworth,Portland Pioneers,Sunnydale Slayers,4,bottom,001,0,0,false,false,MLN,5,null
42140,474,50604036,null,null,null,null,null,null,0,2,Steal,CS2,0_5_CS2,1087,4069,null,2069,2069,0,4042,0,0,0,null,null,null,null,0,0,424,2069,100,Foxx Dashington,Tygen Shinybeard,Hot Dog Jeopardy,Tygen Shinybeard,Portland Pioneers,Sunnydale Slayers,4,bottom,101,0,0,false,false,MLN,5,null
42145,474,50604041,null,null,null,null,null,null,0,2,Steal,SB2,1_1_SB2,1026,5024,null,1158,1158,0,0,0,0,0,null,null,null,null,0,0,338,1158,500,Angel Leon,Master Cashier,Simba Martinez II,Master Cashier,Sunnydale Slayers,Portland Pioneers,5,top,001,1,0,false,false,MLN,5,null
42150,474,50604046,null,null,null,null,null,null,0,2,Steal,CS2,1_1_CS2,1087,4069,null,5005,5005,0,0,0,0,0,null,null,null,null,0,0,742,5005,190,Foxx Dashington,Narancia Ghirga,Hot Dog Jeopardy,Narancia Ghirga,Portland Pioneers,Sunnydale Slayers,5,bottom,001,1,0,false,false,MLN,5,null
42154,474,50604050,null,null,null,null,null,null,0,2,Steal,SB2,1_1_SB2,1026,5024,null,3053,3053,0,0,0,0,0,null,null,null,null,0,0,219,1035,940,Angel Leon,Juniped Panda,Simba Martinez II,Pete Wheeler,Sunnydale Slayers,Portland Pioneers,6,top,001,1,0,false,false,MLN,5,null
42163,474,50604059,null,null,null,null,null,null,2,2,Steal,CS2,0_1_CS2,3073,5024,null,1158,1158,0,0,0,0,0,null,null,null,null,0,0,1,1158,500,Matt Himynamis,Master Cashier,Simba Martinez II,Master Cashier,Sunnydale Slayers,Portland Pioneers,7,top,001,0,0,false,true,MLN,5,null
42187,475,50605011,null,null,null,null,null,null,0,0,Steal,SB2,2_1_SB2,2032,1071,null,1023,1023,0,0,0,0,0,null,null,null,null,0,0,728,1023,989,Kali McSuntas,Dan Gerzone,Isaac Saffron,Dan Gerzone,Sopher McDophers,Miami Fuego,2,top,001,2,0,false,false,MLN,5,null
42195,475,50605019,null,null,null,null,null,null,0,0,Steal,CS2,1_1_CS2,2032,1071,null,1006,1006,0,0,0,0,0,null,null,null,null,0,0,433,1006,18,Kali McSuntas,Smitty Hoppenscotch,Isaac Saffron,Smitty Hoppenscotch,Sopher McDophers,Miami Fuego,3,top,001,1,0,false,false,MLN,5,null
42200,475,50605024,null,null,null,null,null,null,0,0,Steal,CS2,2_1_CS2,1027,3082,null,1099,1209,0,0,0,0,0,null,null,null,null,0,0,6,1209,500,Thomas Nova,Baron Samedi,Basethony Balltano,Franz Joseph Hymen,Miami Fuego,Sopher McDophers,3,bottom,001,2,0,false,false,MLN,5,null
42216,475,50605040,null,null,null,null,null,null,1,0,Steal,SB2,0_1_SB2,2032,1071,null,1206,1206,0,0,0,0,0,null,null,null,null,0,0,117,1001,900,Kali McSuntas,VeeDee Johnson,Isaac Saffron,Crash Davis,Sopher McDophers,Miami Fuego,6,top,001,0,0,false,false,MLN,5,null
42258,476,50606033,null,null,null,null,null,null,2,0,Steal,SB2,1_1_SB2,3088,4066,null,4040,4040,0,0,0,0,0,null,null,null,null,0,0,182,4040,2,Yoel Roshi,Trogdor Fhqwhgads,Brusdar Powerade,Trogdor Fhqwhgads,Reykjavik Valkyries,Kansas City Kitties,5,top,001,1,0,false,false,MLN,5,null
42285,478,50608009,null,null,null,null,null,null,2,0,Steal,CS2,1_1_CS2,3027,3077,null,3080,5017,0,0,0,0,0,null,null,null,null,0,0,375,5017,685,Diego Medina,Jeff Dingerhitter,Derek Bongiovanni,Makesiondon Kelkboom,Aruba Sea Serpents,Raccoon City Outbreak,1,bottom,001,1,0,false,false,MLN,5,null
42293,478,50608017,null,null,null,null,null,null,2,0,Steal,SB2,1_1_SB2,3027,3077,null,5021,2108,0,0,0,0,0,null,null,null,null,0,0,5,2108,875,Diego Medina,Kenny Kawaguchi,Derek Bongiovanni,Arm N. Hammer,Aruba Sea Serpents,Raccoon City Outbreak,2,bottom,001,1,0,false,false,MLN,5,null
42343,479,50701008,null,null,null,null,null,null,0,0,Steal,SB2,2_1_SB2,1024,1210,null,1137,1137,0,0,0,0,0,null,null,null,null,0,0,513,1137,400,Jordan Peppers,Jimmy Johns,Berna Pozo,Jimmy Johns,Acadia Peregrines,Halifax Highlanders,1,bottom,001,2,0,false,false,MLN,5,null
42399,480,50702003,null,null,null,null,null,null,0,0,Steal,CS2,1_1_CS2,1208,3078,null,5005,5005,0,0,0,0,0,null,null,null,null,0,0,800,5005,400,Base Ventura,Narancia Ghirga,Chakra Pilates,Narancia Ghirga,Portland Pioneers,Baldur's Gate Beholders,1,top,001,1,0,false,false,MLN,5,null
42424,480,50702028,null,null,null,null,null,null,2,0,Steal,CS2,2_1_CS2,1208,3078,null,2109,2109,0,0,0,0,0,null,null,null,null,0,0,773,2109,333,Base Ventura,Nate Duke,Chakra Pilates,Nate Duke,Portland Pioneers,Baldur's Gate Beholders,4,top,001,2,0,false,false,MLN,5,null
42431,480,50702035,null,null,null,null,null,null,2,0,Steal,CS2,1_1_CS2,1208,1166,null,2069,2069,0,0,0,0,0,null,null,null,null,0,0,902,2069,600,Base Ventura,Tygen Shinybeard,Ecliptic Astrum,Tygen Shinybeard,Portland Pioneers,Baldur's Gate Beholders,5,top,001,1,0,false,false,MLN,5,null
42450,480,50702054,null,null,null,null,null,null,7,1,Steal,SB2,0_1_SB2,3083,2037,null,1166,1166,0,0,0,0,0,null,null,null,null,0,0,900,1166,1,Poop McGee,Ecliptic Astrum,Remi Renaldo,Ecliptic Astrum,Baldur's Gate Beholders,Portland Pioneers,6,bottom,001,0,0,false,false,MLN,5,null
42508,481,50703053,null,null,null,null,null,null,8,2,Steal,CS2,0_1_CS2,3009,1071,null,5018,5018,0,0,0,0,0,null,null,null,null,0,0,999,5018,578,Bull Dozer,Brian Taylor,Isaac Saffron,Brian Taylor,Ursa Major Grizzlies,R'Lyeh Ancients,6,top,001,0,0,false,false,MLN,5,null
42517,482,50704003,null,null,null,null,null,null,0,0,Steal,CS2,1_1_CS2,1194,4043,null,3039,3039,0,0,0,0,0,null,null,null,null,0,0,212,3039,569,Rickey Tucker,Bob Wehadababyitzaboy,Cap Keeler,Bob Wehadababyitzaboy,Sunnydale Slayers,Gas House Gorillas,1,top,001,1,0,false,false,MLN,5,null
42544,482,50704030,null,null,null,null,null,null,5,0,Steal,SB2,1_1_SB2,1140,4043,null,1035,1035,0,0,0,0,0,null,null,null,null,0,0,848,1035,800,Bartholomew Crumblepuff,Pete Wheeler,Cap Keeler,Pete Wheeler,Sunnydale Slayers,Gas House Gorillas,4,top,001,1,0,false,false,MLN,5,null
42590,483,50705021,null,null,null,null,null,null,0,0,Steal,CS2,2_1_CS2,1074,5012,null,5015,5015,0,0,0,0,0,null,null,null,null,0,0,109,5015,575,Donked McToad,Holland Oats,Ben Bramly,Holland Oats,Humongous Melonheads,Miami Fuego,3,bottom,001,2,0,false,false,MLN,5,null
42614,483,50705045,null,null,null,null,null,null,4,0,Steal,SB2,0_5_SB2,2078,1052,null,4068,4068,0,1056,0,0,0,null,null,null,null,0,0,90,4068,2,Rascal Alex,Cam’ron West,Zed Leona,Cam’ron West,Miami Fuego,Humongous Melonheads,6,top,101,0,0,false,false,MLN,5,null
42629,484,50706008,null,null,null,null,null,null,1,0,Steal,CS2,1_1_CS2,3088,4066,null,1206,1206,0,0,0,0,0,null,null,null,null,0,0,604,1206,934,Yoel Roshi,VeeDee Johnson,Brusdar Powerade,VeeDee Johnson,Sopher McDophers,Kansas City Kitties,1,bottom,001,1,0,false,false,MLN,5,null
42656,484,50706035,null,null,null,null,null,null,2,1,Steal,SB2,2_1_SB2,3088,4066,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,808,1012,112,Yoel Roshi,Reservoir Butler,Brusdar Powerade,Reservoir Butler,Sopher McDophers,Kansas City Kitties,4,bottom,001,2,0,false,false,MLN,5,null
42663,484,50706042,null,null,null,null,null,null,2,1,Steal,CS2,1_1_CS2,3088,4066,null,1098,1098,0,0,0,0,0,null,null,null,null,0,0,500,1001,169,Yoel Roshi,Kegs Mabry,Brusdar Powerade,Crash Davis,Sopher McDophers,Kansas City Kitties,5,bottom,001,1,0,false,false,MLN,5,null
42675,485,50707002,null,null,null,null,null,null,0,0,Steal,CS2,0_1_CS2,4017,1063,null,5034,5034,0,0,0,0,0,null,null,null,null,0,0,600,5034,101,Andrew Nova,Haloick Oasis,Alex Yaxley,Haloick Oasis,Aruba Sea Serpents,Carolina Reapers,1,top,001,0,0,false,false,MLN,5,null
42677,485,50707004,null,null,null,null,null,null,0,0,Steal,SB2,1_1_SB2,4017,1063,null,5021,5021,0,0,0,0,0,null,null,null,null,0,0,312,5021,600,Andrew Nova,Kenny Kawaguchi,Alex Yaxley,Kenny Kawaguchi,Aruba Sea Serpents,Carolina Reapers,1,top,001,0,0,false,false,MLN,5,null
42686,485,50707013,null,null,null,null,null,null,7,0,Steal,SB2,2_1_SB2,4037,1063,null,5034,5034,0,0,0,0,0,null,null,null,null,0,0,572,5034,900,Thor Odinsson,Haloick Oasis,Alex Yaxley,Haloick Oasis,Aruba Sea Serpents,Carolina Reapers,1,top,001,1,0,false,false,MLN,5,null
42720,485,50707047,null,null,null,null,null,null,7,1,Steal,SB2,1_1_SB2,4037,2107,null,2097,2097,0,0,0,0,0,null,null,null,null,0,0,219,2097,150,Thor Odinsson,Bobby Vance,Kalin Young,Bobby Vance,Aruba Sea Serpents,Carolina Reapers,6,top,001,1,0,false,false,MLN,5,null
42756,486,50708018,null,null,null,null,null,null,1,2,Steal,CS2,0_1_CS2,2104,3077,null,3068,3068,0,0,0,0,0,null,null,null,null,0,0,154,3068,790,Bobby Portis,Flick Maplethorpe,Derek Bongiovanni,Flick Maplethorpe,Reykjavik Valkyries,Raccoon City Outbreak,3,top,001,0,0,false,false,MLN,5,null
42764,486,50708026,null,null,null,null,null,null,1,2,Steal,CS2,0_1_CS2,2104,3077,null,3066,3066,0,0,0,0,0,null,null,null,null,0,0,69,4019,436,Bobby Portis,Thor Heyerdahl,Derek Bongiovanni,Russel Ellis,Reykjavik Valkyries,Raccoon City Outbreak,4,top,001,0,0,false,false,MLN,5,null
42781,486,50708043,null,null,null,null,null,null,4,3,Steal,SB2,0_1_SB2,1076,1133,null,3077,3077,0,0,0,0,0,null,null,null,null,0,0,585,3077,863,Fuzzy Dunlop,Derek Bongiovanni,Hank Murphy,Derek Bongiovanni,Raccoon City Outbreak,Reykjavik Valkyries,5,bottom,001,0,0,false,false,MLN,5,null
42795,486,50708057,null,null,null,null,null,null,4,4,Steal,SB2,2_1_SB2,1079,1133,null,3077,3077,0,0,0,0,0,null,null,null,null,0,0,216,3077,42,Babatunde Oladotun,Derek Bongiovanni,Hank Murphy,Derek Bongiovanni,Raccoon City Outbreak,Reykjavik Valkyries,6,bottom,001,2,0,false,false,MLN,5,null
42819,487,50801007,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,1135,1041,null,1069,1069,0,0,0,0,0,null,null,null,null,0,0,89,1069,279,Ryan Gastings,Rub A. Chikin,Barney Summers,Rub A. Chikin,Portland Pioneers,Acadia Peregrines,1,bottom,001,0,0,false,false,MLN,5,null
42836,487,50801024,null,null,null,null,null,null,1,0,Steal,CS2,2_1_CS2,3083,2068,null,1137,1137,0,0,0,0,0,null,null,null,null,0,0,870,1137,222,Poop McGee,Jimmy Johns,Raphael Akias,Jimmy Johns,Acadia Peregrines,Portland Pioneers,3,top,001,2,0,false,false,MLN,5,null
42924,489,50803006,null,null,null,null,null,null,0,0,Steal,SB2,0_1_SB2,1122,4043,null,2106,2106,0,0,0,0,0,null,null,null,null,0,0,774,2106,888,Finkle Sparkles,Declan Archer,Cap Keeler,Declan Archer,Ursa Major Grizzlies,Gas House Gorillas,1,bottom,001,0,0,false,false,MLN,5,null
42932,489,50803014,null,null,null,null,null,null,0,3,Steal,CS2,0_1_CS2,3015,1002,null,2082,2082,0,0,0,0,0,null,null,null,null,0,0,505,2082,969,"Jason ""Dead"" Redd",Dixon Uraz,Garitek,Dixon Uraz,Gas House Gorillas,Ursa Major Grizzlies,2,top,001,0,0,false,false,MLN,5,null
42939,489,50803021,null,null,null,null,null,null,0,4,Steal,SB2,2_1_SB2,5022,4043,null,1082,1082,0,0,0,0,0,null,null,null,null,0,0,475,1082,225,John Smith,Basebally McBaseballface Jr.,Cap Keeler,Basebally McBaseballface Jr.,Ursa Major Grizzlies,Gas House Gorillas,2,bottom,001,2,0,false,false,MLN,5,null
42968,489,50803050,null,null,null,null,null,null,0,9,Steal,CS2,1_5_CS2,3015,1002,null,4043,4043,0,5007,0,0,0,null,null,null,null,0,0,185,4043,766,"Jason ""Dead"" Redd",Cap Keeler,Garitek,Cap Keeler,Gas House Gorillas,Ursa Major Grizzlies,6,top,101,1,0,false,false,MLN,5,null
