con,eye,pwr,spd,batter_label,pitcher,p_hand,p_mov,p_cmd,p_vel,p_awr,HR,3B,2B,1B,IF1B,BB,FO,PO,GO,K,BB_pct,1B_pct,2B_pct,3B_pct,HR_pct,H_pct,AVG,OBP,SLG,OPS,xRV,steal_bonus,xRV_steal
3,4,4,1,3-4-4-1,Sheldor Sheldor,R,3,2,4,3,19,3,26,86,7,45,47,22,144,102,0.0898,0.1856,0.0519,0.006,0.0379,0.2814,0.3092,0.3713,0.5044,0.8756,-0.0096,0.0,-0.0096
3,4,4,1,3-4-4-1,Geno Scaramucci,L,5,4,1,2,32,5,29,65,9,35,41,13,142,130,0.0699,0.1477,0.0579,0.01,0.0639,0.2794,0.3004,0.3493,0.5901,0.9394,-0.0018,0.0,-0.0018
3,4,4,1,3-4-4-1,Kancing Mutlak,R,2,2,4,4,19,2,23,92,5,45,47,22,154,92,0.0898,0.1936,0.0459,0.004,0.0379,0.2814,0.3092,0.3713,0.4934,0.8647,-0.0123,0.0,-0.0123
3,4,4,1,3-4-4-1,peachespeachespeaches,R,2,3,2,5,23,1,19,91,1,39,45,16,174,92,0.0778,0.1836,0.0379,0.002,0.0459,0.2695,0.2922,0.3473,0.487,0.8343,-0.0246,0.0,-0.0246
3,4,4,1,3-4-4-1,Matt Himynamis,R,2,5,3,2,21,4,28,86,8,29,47,20,166,92,0.0579,0.1876,0.0559,0.008,0.0419,0.2934,0.3114,0.3513,0.5212,0.8725,-0.0169,0.0,-0.0169
3,4,4,1,3-4-4-1,AALarry Longshot,R,3,2,4,3,19,3,26,86,7,45,47,22,144,102,0.0898,0.1856,0.0519,0.006,0.0379,0.2814,0.3092,0.3713,0.5044,0.8756,-0.0096,0.0,-0.0096
3,4,4,1,3-4-4-1,Joe Mitsubishi,R,3,5,3,1,21,5,29,83,9,29,47,20,156,102,0.0579,0.1836,0.0579,0.01,0.0419,0.2934,0.3114,0.3513,0.5275,0.8788,-0.0154,0.0,-0.0154
3,4,4,1,3-4-4-1,Satchel O'Cultist 44,L,4,2,4,2,20,5,29,85,9,48,45,22,121,117,0.0958,0.1876,0.0579,0.01,0.0399,0.2954,0.3267,0.3912,0.5453,0.9365,0.0075,0.0,0.0075
3,4,4,1,3-4-4-1,Brent Chillwater,L,5,3,1,3,32,4,27,66,8,41,41,13,139,130,0.0818,0.1477,0.0539,0.008,0.0639,0.2735,0.2978,0.3553,0.5826,0.9379,-0.0003,0.0,-0.0003
3,4,4,1,3-4-4-1,Triscuit McBiskit,R,5,4,1,2,31,4,28,63,8,34,42,13,155,123,0.0679,0.1417,0.0559,0.008,0.0619,0.2675,0.2869,0.3353,0.5632,0.8985,-0.0132,0.0,-0.0132
3,4,4,1,3-4-4-1,R'lyeh R'ivy,R,4,2,4,2,19,4,28,81,8,45,47,22,135,112,0.0898,0.1776,0.0559,0.008,0.0379,0.2794,0.307,0.3693,0.511,0.8802,-0.0087,0.0,-0.0087
3,4,4,1,3-4-4-1,Atlas Quin,L,3,2,4,3,20,4,27,90,8,48,45,22,130,107,0.0958,0.1956,0.0539,0.008,0.0399,0.2974,0.3289,0.3932,0.5386,0.9318,0.0066,0.0,0.0066
3,4,4,1,3-4-4-1,Bartholomew Crumblepuff,L,3,2,4,3,20,4,27,90,8,48,45,22,130,107,0.0958,0.1956,0.0539,0.008,0.0399,0.2974,0.3289,0.3932,0.5386,0.9318,0.0066,0.0,0.0066
3,4,4,1,3-4-4-1,Kenji Matsumoto,L,3,3,4,2,20,5,29,89,9,41,46,22,133,107,0.0818,0.1956,0.0579,0.01,0.0399,0.3034,0.3304,0.3852,0.5457,0.9309,0.0039,0.0,0.0039
3,4,4,1,3-4-4-1,Liam,L,4,3,4,1,20,6,30,85,10,41,46,22,124,117,0.0818,0.1896,0.0599,0.012,0.0399,0.3014,0.3283,0.3832,0.55,0.9332,0.0042,0.0,0.0042
3,4,4,1,3-4-4-1,Max Muncy,L,5,2,3,2,22,5,29,75,9,48,45,19,119,130,0.0958,0.1677,0.0579,0.01,0.0439,0.2794,0.3091,0.3752,0.5408,0.9161,0.0005,0.0,0.0005
3,4,4,1,3-4-4-1,Rusty Hammerschlagen,R,3,4,4,1,19,5,29,85,9,34,47,23,148,102,0.0679,0.1876,0.0579,0.01,0.0379,0.2934,0.3148,0.3613,0.5203,0.8816,-0.012,0.0,-0.012
3,4,4,1,3-4-4-1,Sara Rousseau,R,3,5,3,1,21,5,29,83,9,29,47,20,156,102,0.0579,0.1836,0.0579,0.01,0.0419,0.2934,0.3114,0.3513,0.5275,0.8788,-0.0154,0.0,-0.0154
3,4,4,1,3-4-4-1,Tyler Helman,L,3,4,4,1,20,6,30,89,10,35,46,23,135,107,0.0699,0.1976,0.0599,0.012,0.0399,0.3094,0.3326,0.3792,0.5515,0.9307,0.0018,0.0,0.0018
3,4,4,1,3-4-4-1,James St. Louis,R,2,5,2,3,23,3,26,85,7,29,45,17,174,92,0.0579,0.1836,0.0519,0.006,0.0459,0.2874,0.3051,0.3453,0.5191,0.8644,-0.02,0.0,-0.02
3,4,4,1,3-4-4-1,Joey Wheeler,L,5,3,2,2,24,5,29,73,9,41,44,16,130,130,0.0818,0.1637,0.0579,0.01,0.0479,0.2794,0.3043,0.3613,0.5457,0.9069,-0.0053,0.0,-0.0053
3,4,4,1,3-4-4-1,LaCarpetron Dukemarriot II,R,4,2,4,2,19,4,28,81,8,45,47,22,135,112,0.0898,0.1776,0.0559,0.008,0.0379,0.2794,0.307,0.3693,0.511,0.8802,-0.0087,0.0,-0.0087
3,4,4,1,3-4-4-1,Lane Drew,L,3,3,4,2,20,5,29,89,9,41,46,22,133,107,0.0818,0.1956,0.0579,0.01,0.0399,0.3034,0.3304,0.3852,0.5457,0.9309,0.0039,0.0,0.0039
3,4,4,1,3-4-4-1,Pablo Sanchez,R,5,4,2,1,23,5,29,71,9,34,45,17,145,123,0.0679,0.1597,0.0579,0.01,0.0459,0.2735,0.2934,0.3413,0.5246,0.8659,-0.0187,0.0,-0.0187
3,4,4,1,3-4-4-1,Finkle Sparkles,R,4,2,4,2,19,4,28,81,8,45,47,22,135,112,0.0898,0.1776,0.0559,0.008,0.0379,0.2794,0.307,0.3693,0.511,0.8802,-0.0087,0.0,-0.0087
3,4,4,1,3-4-4-1,Kyuss Kosades,R,3,3,5,1,17,5,29,87,9,39,48,26,139,102,0.0778,0.1916,0.0579,0.01,0.0339,0.2934,0.3182,0.3713,0.513,0.8842,-0.0086,0.0,-0.0086
3,4,4,1,3-4-4-1,Mama Luigi,L,4,1,2,5,24,1,20,89,2,57,42,16,133,117,0.1138,0.1816,0.0399,0.002,0.0479,0.2715,0.3063,0.3852,0.518,0.9032,0.0003,0.0,0.0003
3,4,4,1,3-4-4-1,Meerkat Preller,L,4,5,1,2,32,5,29,73,9,30,41,13,152,117,0.0599,0.1637,0.0579,0.01,0.0639,0.2954,0.3142,0.3553,0.6008,0.9561,0.0018,0.0,0.0018
3,4,4,1,3-4-4-1,Adam Croft,L,5,4,1,2,32,5,29,65,9,35,41,13,142,130,0.0699,0.1477,0.0579,0.01,0.0639,0.2794,0.3004,0.3493,0.5901,0.9394,-0.0018,0.0,-0.0018
3,4,4,1,3-4-4-1,Jamal Fyre,R,4,1,5,2,17,4,28,83,8,54,46,25,124,112,0.1078,0.1816,0.0559,0.008,0.0339,0.2794,0.3132,0.3872,0.5078,0.8951,-0.0005,0.0,-0.0005
3,4,4,1,3-4-4-1,Sock Monkey,L,2,3,4,3,20,4,27,93,8,41,46,22,143,97,0.0818,0.2016,0.0539,0.008,0.0399,0.3034,0.3304,0.3852,0.537,0.9222,0.0018,0.0,0.0018
3,4,4,1,3-4-4-1,Tony Smehrik,L,3,5,2,2,24,5,29,85,9,30,44,17,151,107,0.0599,0.1876,0.0579,0.01,0.0479,0.3034,0.3227,0.3633,0.5584,0.9217,-0.0041,0.0,-0.0041
3,4,4,1,3-4-4-1,Arby Eye,L,1,5,4,2,20,5,29,99,9,30,46,23,155,85,0.0599,0.2156,0.0579,0.01,0.0399,0.3234,0.3439,0.3832,0.5541,0.9374,0.0026,0.0,0.0026
3,4,4,1,3-4-4-1,Jimothy Jhompson,L,4,2,4,2,20,5,29,85,9,48,45,22,121,117,0.0958,0.1876,0.0579,0.01,0.0399,0.2954,0.3267,0.3912,0.5453,0.9365,0.0075,0.0,0.0075
3,4,4,1,3-4-4-1,Jura Benjamin Juney,R,2,5,4,1,19,5,29,88,9,29,48,23,159,92,0.0579,0.1936,0.0579,0.01,0.0379,0.2994,0.3178,0.3573,0.5212,0.8785,-0.0144,0.0,-0.0144
3,4,4,1,3-4-4-1,Trevor Rose,R,3,2,4,3,19,3,26,86,7,45,47,22,144,102,0.0898,0.1856,0.0519,0.006,0.0379,0.2814,0.3092,0.3713,0.5044,0.8756,-0.0096,0.0,-0.0096
3,4,4,1,3-4-4-1,K Junk,R,5,4,1,2,31,4,28,63,8,34,42,13,155,123,0.0679,0.1417,0.0559,0.008,0.0619,0.2675,0.2869,0.3353,0.5632,0.8985,-0.0132,0.0,-0.0132
3,4,4,1,3-4-4-1,Kevin James,L,3,3,5,1,18,6,30,91,10,41,46,26,126,107,0.0818,0.2016,0.0599,0.012,0.0359,0.3094,0.337,0.3912,0.5457,0.9369,0.0064,0.0,0.0064
3,4,4,1,3-4-4-1,Damon Razor,L,2,4,4,2,20,5,29,92,9,35,46,23,145,97,0.0699,0.2016,0.0579,0.01,0.0399,0.3094,0.3326,0.3792,0.5451,0.9243,0.0002,0.0,0.0002
3,4,4,1,3-4-4-1,Dakota Carolina Montana,R,3,4,2,3,23,3,26,82,7,34,45,17,162,102,0.0679,0.1776,0.0519,0.006,0.0459,0.2814,0.3019,0.3493,0.5182,0.8675,-0.0176,0.0,-0.0176
3,4,4,1,3-4-4-1,Haloick Oasis,L,3,5,2,2,24,5,29,85,9,30,44,17,151,107,0.0599,0.1876,0.0579,0.01,0.0479,0.3034,0.3227,0.3633,0.5584,0.9217,-0.0041,0.0,-0.0041
3,4,4,1,3-4-4-1,Johnny Dickshot,R,4,4,3,1,21,5,29,79,9,34,47,20,145,112,0.0679,0.1756,0.0579,0.01,0.0419,0.2854,0.3062,0.3533,0.5246,0.8779,-0.0142,0.0,-0.0142
3,4,4,1,3-4-4-1,Mitch Meanmug,R,4,3,3,2,21,4,28,79,8,39,46,20,144,112,0.0778,0.1737,0.0559,0.008,0.0419,0.2794,0.303,0.3573,0.5173,0.8746,-0.0133,0.0,-0.0133
3,4,4,1,3-4-4-1,Spitty McSpit,L,1,4,2,5,24,1,20,103,2,35,43,17,171,85,0.0699,0.2096,0.0399,0.002,0.0479,0.2994,0.3219,0.3693,0.5236,0.8929,-0.0094,0.0,-0.0094
3,4,4,1,3-4-4-1,Smokey Zygowski,R,4,4,2,2,23,4,28,77,8,34,45,17,153,112,0.0679,0.1697,0.0559,0.008,0.0459,0.2794,0.2998,0.3473,0.5246,0.8719,-0.0167,0.0,-0.0167
3,4,4,1,3-4-4-1,XxXJuniJuni PandaXxX,L,2,5,4,1,20,6,30,92,10,30,46,23,147,97,0.0599,0.2036,0.0599,0.012,0.0399,0.3154,0.3355,0.3752,0.552,0.9273,-0.0006,0.0,-0.0006
3,4,4,1,3-4-4-1,R'lyeh Cultist 14,R,5,4,1,2,31,4,28,63,8,34,42,13,155,123,0.0679,0.1417,0.0559,0.008,0.0619,0.2675,0.2869,0.3353,0.5632,0.8985,-0.0132,0.0,-0.0132
3,4,4,1,3-4-4-1,VI,L,3,3,5,1,18,6,30,91,10,41,46,26,126,107,0.0818,0.2016,0.0599,0.012,0.0359,0.3094,0.337,0.3912,0.5457,0.9369,0.0064,0.0,0.0064
3,4,4,1,3-4-4-1,December Beckett,R,4,3,2,3,23,3,26,78,7,39,45,16,152,112,0.0778,0.1697,0.0519,0.006,0.0459,0.2735,0.2965,0.3513,0.5152,0.8664,-0.0163,0.0,-0.0163
3,4,4,1,3-4-4-1,AJ Wolfe,L,5,5,1,1,32,6,30,65,10,30,42,13,143,130,0.0599,0.1497,0.0599,0.012,0.0639,0.2854,0.3036,0.3453,0.5966,0.9419,-0.0027,0.0,-0.0027
3,4,4,1,3-4-4-1,John Applebees,R,3,3,4,2,19,4,28,85,8,39,47,23,146,102,0.0778,0.1856,0.0559,0.008,0.0379,0.2874,0.3117,0.3653,0.513,0.8783,-0.0111,0.0,-0.0111
3,5,1,3,3-5-1-3,Bucky Gorgonzola,L,2,3,5,2,1,7,31,109,11,48,50,40,107,97,0.0958,0.2395,0.0619,0.014,0.002,0.3174,0.351,0.4132,0.457,0.8701,-0.0016,0.0,-0.0016
3,5,1,3,3-5-1-3,Captain Trash,L,4,1,2,5,18,4,27,86,8,68,44,24,105,117,0.1357,0.1876,0.0539,0.008,0.0359,0.2854,0.3303,0.4212,0.5358,0.957,0.0209,0.0,0.0209
3,5,1,3,3-5-1-3,Dirk Digglet,R,5,4,2,1,17,7,32,74,11,39,49,26,123,123,0.0778,0.1697,0.0639,0.014,0.0339,0.2814,0.3052,0.3593,0.5152,0.8744,-0.0122,0.0,-0.0122
3,5,1,3,3-5-1-3,Lightning Volt,R,4,1,4,3,7,5,29,91,9,65,48,33,102,112,0.1297,0.1996,0.0579,0.01,0.014,0.2814,0.3234,0.4112,0.461,0.8722,0.0022,0.0,0.0022
3,5,1,3,3-5-1-3,Sterling Turlington,R,4,4,2,2,17,6,30,81,10,39,48,26,132,112,0.0778,0.1816,0.0599,0.012,0.0339,0.2874,0.3117,0.3653,0.513,0.8783,-0.0107,0.0,-0.0107
3,5,1,3,3-5-1-3,Daz Reference,R,4,3,2,3,17,5,29,81,9,45,48,25,130,112,0.0898,0.1796,0.0579,0.01,0.0339,0.2814,0.3092,0.3713,0.5066,0.8778,-0.0086,0.0,-0.0086
3,5,1,3,3-5-1-3,Dilwyn Silversheen,L,5,3,3,1,16,8,33,78,12,48,48,29,99,130,0.0958,0.1796,0.0659,0.016,0.0319,0.2934,0.3245,0.3892,0.5386,0.9279,0.0061,0.0,0.0061
3,5,1,3,3-5-1-3,Clifton McCullough,L,4,4,1,3,20,6,30,83,10,41,46,22,126,117,0.0818,0.1856,0.0599,0.012,0.0399,0.2974,0.3239,0.3792,0.5457,0.9249,0.0018,0.0,0.0018
3,5,1,3,3-5-1-3,Sheridan Blackstone,R,4,4,2,2,17,6,30,81,10,39,48,26,132,112,0.0778,0.1816,0.0599,0.012,0.0339,0.2874,0.3117,0.3653,0.513,0.8783,-0.0107,0.0,-0.0107
3,5,1,3,3-5-1-3,Talon Wingdiver,R,4,2,5,1,1,7,32,96,11,54,51,40,97,112,0.1078,0.2136,0.0639,0.014,0.002,0.2934,0.3289,0.4012,0.4385,0.8397,-0.0083,0.0,-0.0083
3,5,1,3,3-5-1-3,Chunky Menthol,L,3,4,1,4,20,5,29,87,9,41,46,22,135,107,0.0818,0.1916,0.0579,0.01,0.0399,0.2994,0.3261,0.3812,0.5413,0.9225,0.0014,0.0,0.0014
3,5,1,3,3-5-1-3,Doc Dockerson,R,4,3,3,2,15,6,30,83,10,45,49,29,122,112,0.0898,0.1856,0.0599,0.012,0.0299,0.2874,0.3158,0.3772,0.5066,0.8838,-0.0061,0.0,-0.0061
3,5,1,3,3-5-1-3,Ryan Sir-Wondery,L,4,2,4,2,8,7,31,95,11,57,48,33,94,117,0.1138,0.2116,0.0619,0.014,0.016,0.3034,0.3423,0.4172,0.4977,0.9149,0.0102,0.0,0.0102
3,5,1,3,3-5-1-3,Alexander Duquense,R,2,4,5,1,1,7,32,103,11,39,53,41,122,92,0.0778,0.2275,0.0639,0.014,0.002,0.3074,0.3333,0.3852,0.4394,0.8246,-0.0179,0.0,-0.0179
3,5,1,3,3-5-1-3,Annabelle TheGlorious,R,4,4,3,1,15,7,32,82,11,39,49,30,124,112,0.0778,0.1856,0.0639,0.014,0.0299,0.2934,0.3182,0.3713,0.5152,0.8864,-0.0077,0.0,-0.0077
3,5,1,3,3-5-1-3,Ant Man,R,3,3,5,1,1,7,32,100,11,45,52,41,110,102,0.0898,0.2216,0.0639,0.014,0.002,0.3014,0.3311,0.3912,0.4386,0.8298,-0.0143,0.0,-0.0143
3,5,1,3,3-5-1-3,Fabian Seacaster,L,4,4,2,2,18,7,31,85,11,41,47,26,118,117,0.0818,0.1916,0.0619,0.014,0.0359,0.3034,0.3304,0.3852,0.5457,0.9309,0.0043,0.0,0.0043
3,5,1,3,3-5-1-3,Hubert Dubois,R,2,4,5,1,1,7,32,103,11,39,53,41,122,92,0.0778,0.2275,0.0639,0.014,0.002,0.3074,0.3333,0.3852,0.4394,0.8246,-0.0179,0.0,-0.0179
3,5,1,3,3-5-1-3,Angel Leon,L,5,3,3,1,16,8,33,78,12,48,48,29,99,130,0.0958,0.1796,0.0659,0.016,0.0319,0.2934,0.3245,0.3892,0.5386,0.9279,0.0061,0.0,0.0061
3,5,1,3,3-5-1-3,Jacob BallHitter,R,4,4,3,1,15,7,32,82,11,39,49,30,124,112,0.0778,0.1856,0.0639,0.014,0.0299,0.2934,0.3182,0.3713,0.5152,0.8864,-0.0077,0.0,-0.0077
3,5,1,3,3-5-1-3,Mickey Martino,L,4,4,1,3,20,6,30,83,10,41,46,22,126,117,0.0818,0.1856,0.0599,0.012,0.0399,0.2974,0.3239,0.3792,0.5457,0.9249,0.0018,0.0,0.0018
3,5,1,3,3-5-1-3,C.S. Verdad,R,4,5,2,1,17,7,32,80,11,34,48,26,134,112,0.0679,0.1816,0.0639,0.014,0.0339,0.2934,0.3148,0.3613,0.5225,0.8838,-0.011,0.0,-0.011
3,5,1,3,3-5-1-3,Carter Kendall,R,4,3,3,2,15,6,30,83,10,45,49,29,122,112,0.0898,0.1856,0.0599,0.012,0.0299,0.2874,0.3158,0.3772,0.5066,0.8838,-0.0061,0.0,-0.0061
3,5,1,3,3-5-1-3,Don Bon,L,4,2,4,2,8,7,31,95,11,57,48,33,94,117,0.1138,0.2116,0.0619,0.014,0.016,0.3034,0.3423,0.4172,0.4977,0.9149,0.0102,0.0,0.0102
3,5,1,3,3-5-1-3,Fat Lever,L,3,3,3,3,16,6,30,91,10,48,47,29,117,107,0.0958,0.2016,0.0599,0.012,0.0319,0.3054,0.3377,0.4012,0.5364,0.9376,0.0097,0.0,0.0097
3,5,1,3,3-5-1-3,Gracie Mlodzianowski-Cwej,R,3,5,2,2,17,6,30,85,10,34,48,26,143,102,0.0679,0.1896,0.0599,0.012,0.0339,0.2954,0.3169,0.3633,0.5161,0.8793,-0.0119,0.0,-0.0119
3,5,1,3,3-5-1-3,Salami,L,4,2,3,3,16,6,30,87,10,57,46,28,104,117,0.1138,0.1936,0.0599,0.012,0.0319,0.2974,0.3356,0.4112,0.5383,0.9495,0.0158,0.0,0.0158
3,5,1,3,3-5-1-3,Tuck,R,5,5,1,1,19,7,32,72,11,34,48,23,132,123,0.0679,0.1657,0.0639,0.014,0.0379,0.2814,0.3019,0.3493,0.5225,0.8718,-0.0156,0.0,-0.0156
3,5,1,3,3-5-1-3,Mickey May,R,2,5,4,1,7,7,32,97,11,34,51,35,135,92,0.0679,0.2156,0.0639,0.014,0.014,0.3074,0.3298,0.3752,0.4732,0.8485,-0.016,0.0,-0.016
3,5,1,3,3-5-1-3,Sonar McDeuceski,R,5,4,2,1,17,7,32,74,11,39,49,26,123,123,0.0778,0.1697,0.0639,0.014,0.0339,0.2814,0.3052,0.3593,0.5152,0.8744,-0.0122,0.0,-0.0122
3,5,1,3,3-5-1-3,Bingle Johnson,L,5,3,1,3,20,6,30,75,10,48,46,22,114,130,0.0958,0.1697,0.0599,0.012,0.0399,0.2814,0.3113,0.3772,0.5364,0.9137,0.0006,0.0,0.0006
3,5,1,3,3-5-1-3,Henry Atombomb,R,2,3,5,2,1,6,30,104,10,45,52,41,120,92,0.0898,0.2275,0.0599,0.012,0.002,0.3014,0.3311,0.3912,0.4298,0.821,-0.0164,0.0,-0.0164
3,5,1,3,3-5-1-3,Nathanial Swenson,L,5,1,3,3,16,6,30,79,10,68,46,28,88,130,0.1357,0.1776,0.0599,0.012,0.0319,0.2814,0.3256,0.4172,0.5335,0.9507,0.0194,0.0,0.0194
3,5,1,3,3-5-1-3,Nash Ellis,R,2,2,4,4,7,4,28,98,8,54,49,34,127,92,0.1078,0.2116,0.0559,0.008,0.014,0.2894,0.3244,0.3972,0.4519,0.8491,-0.0079,0.0,-0.0079
3,5,1,3,3-5-1-3,Hudson Hildebrandt,R,5,1,5,1,1,7,32,90,11,65,51,39,82,123,0.1297,0.2016,0.0639,0.014,0.002,0.2814,0.3234,0.4112,0.4358,0.847,-0.0022,0.0,-0.0022
3,5,1,3,3-5-1-3,Rascal Alex,L,2,4,3,3,16,6,30,94,10,41,48,30,129,97,0.0818,0.2076,0.0599,0.012,0.0319,0.3114,0.3391,0.3932,0.5348,0.928,0.0049,0.0,0.0049
3,5,1,3,3-5-1-3,Sleve McDichael,R,5,1,3,3,15,5,29,77,9,65,47,28,103,123,0.1297,0.1717,0.0579,0.01,0.0299,0.2695,0.3096,0.3992,0.5023,0.9015,0.0056,0.0,0.0056
3,5,1,3,3-5-1-3,Mad Monty,L,4,4,1,3,20,6,30,83,10,41,46,22,126,117,0.0818,0.1856,0.0599,0.012,0.0399,0.2974,0.3239,0.3792,0.5457,0.9249,0.0018,0.0,0.0018
3,5,1,3,3-5-1-3,John Wittman,L,3,2,5,2,1,7,31,106,11,57,49,39,93,107,0.1138,0.2335,0.0619,0.014,0.002,0.3114,0.3514,0.4251,0.4595,0.8846,0.0057,0.0,0.0057
3,5,1,3,3-5-1-3,Maurice Cheeks,R,4,2,5,1,1,7,32,96,11,54,51,40,97,112,0.1078,0.2136,0.0639,0.014,0.002,0.2934,0.3289,0.4012,0.4385,0.8397,-0.0083,0.0,-0.0083
3,5,1,3,3-5-1-3,Ricky Venucci,L,3,2,5,2,1,7,31,106,11,57,49,39,93,107,0.1138,0.2335,0.0619,0.014,0.002,0.3114,0.3514,0.4251,0.4595,0.8846,0.0057,0.0,0.0057
3,5,1,3,3-5-1-3,Ryan Gastings,L,2,4,2,4,18,5,29,92,9,41,46,26,138,97,0.0818,0.2016,0.0579,0.01,0.0359,0.3054,0.3326,0.3872,0.5348,0.922,0.0024,0.0,0.0024
3,5,1,3,3-5-1-3,Sheldor Sheldor,R,3,2,4,3,7,5,29,95,9,54,49,34,117,102,0.1078,0.2076,0.0579,0.01,0.014,0.2894,0.3244,0.3972,0.4586,0.8558,-0.0063,0.0,-0.0063
3,5,1,3,3-5-1-3,Geno Scaramucci,L,5,4,1,2,20,7,31,75,11,41,47,22,117,130,0.0818,0.1717,0.0619,0.014,0.0399,0.2874,0.313,0.3693,0.5413,0.9106,-0.0027,0.0,-0.0027
3,5,1,3,3-5-1-3,Kancing Mutlak,R,2,2,4,4,7,4,28,98,8,54,49,34,127,92,0.1078,0.2116,0.0559,0.008,0.014,0.2894,0.3244,0.3972,0.4519,0.8491,-0.0079,0.0,-0.0079
3,5,1,3,3-5-1-3,peachespeachespeaches,R,2,3,2,5,17,3,26,89,7,45,47,25,150,92,0.0898,0.1916,0.0519,0.006,0.0339,0.2834,0.3114,0.3733,0.4934,0.8667,-0.0111,0.0,-0.0111
3,5,1,3,3-5-1-3,Matt Himynamis,R,2,5,3,2,15,6,30,90,10,34,49,30,145,92,0.0679,0.1996,0.0599,0.012,0.0299,0.3014,0.3233,0.3693,0.5096,0.8789,-0.011,0.0,-0.011
3,5,1,3,3-5-1-3,AALarry Longshot,R,3,2,4,3,7,5,29,95,9,54,49,34,117,102,0.1078,0.2076,0.0579,0.01,0.014,0.2894,0.3244,0.3972,0.4586,0.8558,-0.0063,0.0,-0.0063
3,5,1,3,3-5-1-3,Joe Mitsubishi,R,3,5,3,1,15,7,32,86,11,34,49,30,135,102,0.0679,0.1936,0.0639,0.014,0.0299,0.3014,0.3233,0.3693,0.5182,0.8875,-0.0089,0.0,-0.0089
3,5,1,3,3-5-1-3,Satchel O'Cultist 44,L,4,2,4,2,8,7,31,95,11,57,48,33,94,117,0.1138,0.2116,0.0619,0.014,0.016,0.3034,0.3423,0.4172,0.4977,0.9149,0.0102,0.0,0.0102
3,5,1,3,3-5-1-3,Brent Chillwater,L,5,3,1,3,20,6,30,75,10,48,46,22,114,130,0.0958,0.1697,0.0599,0.012,0.0399,0.2814,0.3113,0.3772,0.5364,0.9137,0.0006,0.0,0.0006
3,5,1,3,3-5-1-3,Triscuit McBiskit,R,5,4,1,2,19,6,30,73,10,39,48,23,130,123,0.0778,0.1657,0.0599,0.012,0.0379,0.2754,0.2987,0.3533,0.513,0.8663,-0.0153,0.0,-0.0153
3,5,1,3,3-5-1-3,R'lyeh R'ivy,R,4,2,4,2,7,6,30,91,10,54,49,34,108,112,0.1078,0.2016,0.0599,0.012,0.014,0.2874,0.3221,0.3952,0.4631,0.8583,-0.006,0.0,-0.006
3,5,1,3,3-5-1-3,Atlas Quin,L,3,2,4,3,8,6,30,99,10,57,48,33,103,107,0.1138,0.2176,0.0599,0.012,0.016,0.3054,0.3446,0.4192,0.4932,0.9124,0.0099,0.0,0.0099
3,5,1,3,3-5-1-3,Bartholomew Crumblepuff,L,3,2,4,3,8,6,30,99,10,57,48,33,103,107,0.1138,0.2176,0.0599,0.012,0.016,0.3054,0.3446,0.4192,0.4932,0.9124,0.0099,0.0,0.0099
3,5,1,3,3-5-1-3,Kenji Matsumoto,L,3,3,4,2,8,7,31,99,11,48,48,34,108,107,0.0958,0.2196,0.0619,0.014,0.016,0.3114,0.3444,0.4072,0.4967,0.9039,0.0042,0.0,0.0042
3,5,1,3,3-5-1-3,Liam,L,4,3,4,1,8,8,33,94,12,48,49,34,98,117,0.0958,0.2116,0.0659,0.016,0.016,0.3094,0.3422,0.4052,0.5033,0.9085,0.0051,0.0,0.0051
3,5,1,3,3-5-1-3,Max Muncy,L,5,2,3,2,16,7,31,79,11,57,47,28,95,130,0.1138,0.1796,0.0619,0.014,0.0319,0.2874,0.3243,0.4012,0.5338,0.935,0.0113,0.0,0.0113
3,5,1,3,3-5-1-3,Rusty Hammerschlagen,R,3,4,4,1,7,7,32,94,11,39,51,35,123,102,0.0778,0.2096,0.0639,0.014,0.014,0.3014,0.3268,0.3792,0.4719,0.8511,-0.0135,0.0,-0.0135
3,5,1,3,3-5-1-3,Sara Rousseau,R,3,5,3,1,15,7,32,86,11,34,49,30,135,102,0.0679,0.1936,0.0639,0.014,0.0299,0.3014,0.3233,0.3693,0.5182,0.8875,-0.0089,0.0,-0.0089
3,5,1,3,3-5-1-3,Tyler Helman,L,3,4,4,1,8,8,33,98,12,41,49,35,110,107,0.0818,0.2196,0.0659,0.016,0.016,0.3174,0.3457,0.3992,0.5043,0.9035,0.0015,0.0,0.0015
3,5,1,3,3-5-1-3,James St. Louis,R,2,5,2,3,17,5,29,88,9,34,48,26,153,92,0.0679,0.1936,0.0579,0.01,0.0339,0.2954,0.3169,0.3633,0.5096,0.8729,-0.0135,0.0,-0.0135
3,5,1,3,3-5-1-3,Joey Wheeler,L,5,3,2,2,18,7,31,77,11,48,47,25,107,130,0.0958,0.1756,0.0619,0.014,0.0359,0.2874,0.3179,0.3832,0.5364,0.9197,0.0031,0.0,0.0031
3,5,1,3,3-5-1-3,LaCarpetron Dukemarriot II,R,4,2,4,2,7,6,30,91,10,54,49,34,108,112,0.1078,0.2016,0.0599,0.012,0.014,0.2874,0.3221,0.3952,0.4631,0.8583,-0.006,0.0,-0.006
3,5,1,3,3-5-1-3,Lane Drew,L,3,3,4,2,8,7,31,99,11,48,48,34,108,107,0.0958,0.2196,0.0619,0.014,0.016,0.3114,0.3444,0.4072,0.4967,0.9039,0.0042,0.0,0.0042
