result,spray_bucket,station_idx,q,la_topped,ev_topped,dist_topped,la_uppercut,ev_uppercut,dist_uppercut
2B,,10,0.1,4.0,106.0,100.0,11.0,74.2,107.0
2B,,11,0.11,4.0,101.4,122.0,12.0,66.6,113.0
2B,,12,0.12,5.0,108.8,125.0,13.0,70.5,134.0
2B,,13,0.13,5.0,104.8,142.0,14.0,65.6,130.0
2B,,14,0.14,6.0,93.0,133.0,16.0,71.5,153.0
2B,,15,0.15,6.0,107.5,144.0,18.0,65.5,153.0
2B,,16,0.16,7.0,109.4,162.0,20.0,63.3,161.0
2B,,17,0.17,7.0,95.4,158.0,20.0,66.1,155.0
2B,,18,0.18,8.0,99.1,169.0,21.0,66.0,170.0
2B,,19,0.19,8.0,97.5,166.0,20.0,73.3,178.0
2B,,20,0.2,9.0,104.9,172.0,19.0,77.0,178.0
2B,,21,0.21,9.0,104.0,179.0,20.0,71.8,180.0
2B,,22,0.22,9.0,101.7,184.0,21.0,74.0,188.0
2B,,23,0.23,9.0,110.8,182.0,22.0,70.2,190.0
2B,,24,0.24,9.0,106.3,189.0,24.0,65.2,190.0
2B,,25,0.25,9.0,92.6,190.0,28.0,65.8,199.0
2B,,26,0.26,10.0,107.4,197.0,31.0,66.2,201.0
2B,,27,0.27,10.0,103.9,201.0,25.0,71.8,200.0
2B,,28,0.28,10.0,100.1,206.0,21.0,73.5,201.0
2B,,29,0.29,10.0,108.7,209.0,24.0,74.7,207.0
2B,,30,0.3,10.0,98.1,211.0,26.0,68.3,209.0
2B,,31,0.31,10.0,112.0,215.0,27.0,72.1,210.0
2B,,32,0.32,11.0,96.3,219.0,26.0,71.7,212.0
2B,,33,0.33,11.0,94.0,216.0,25.0,72.6,220.0
2B,,34,0.34,11.0,107.3,220.0,25.0,75.7,221.0
2B,,35,0.35,11.0,111.9,227.0,23.0,79.5,225.0
2B,,36,0.36,12.0,99.6,227.0,26.0,76.1,230.0
2B,,37,0.37,12.0,102.3,231.0,25.0,76.7,233.0
2B,,38,0.38,12.0,100.1,231.0,24.0,74.8,232.0
2B,,39,0.39,12.0,108.1,237.0,22.0,77.8,239.0
2B,,40,0.4,13.0,100.6,235.0,21.0,78.1,236.0
2B,,41,0.41,13.0,97.4,239.0,22.0,81.7,242.0
2B,,42,0.42,13.0,102.8,244.0,22.0,81.8,245.0
2B,,43,0.43,13.0,99.9,244.0,22.0,83.4,247.0
2B,,44,0.44,13.0,97.4,247.0,21.0,85.2,250.0
2B,,45,0.45,13.0,93.9,251.0,21.0,82.5,251.0
2B,,46,0.46,13.0,101.4,256.0,21.0,84.5,257.0
2B,,47,0.47,14.0,105.1,259.0,20.0,86.1,255.0
2B,,48,0.48,14.0,102.0,264.0,20.0,85.8,260.0
2B,,49,0.49,14.0,100.8,267.0,20.0,85.8,260.0
2B,,50,0.5,14.0,107.5,265.0,21.0,90.4,263.0
2B,,51,0.51,14.0,100.7,269.0,20.0,93.9,272.0
2B,,52,0.52,14.0,99.8,273.0,20.0,88.0,268.0
2B,,53,0.53,15.0,106.9,270.0,20.0,91.5,277.0
2B,,54,0.54,15.0,100.4,274.0,21.0,84.4,275.0
2B,,55,0.55,15.0,100.8,280.0,21.0,98.5,283.0
2B,,56,0.56,15.0,100.7,281.0,20.0,87.3,285.0
2B,,57,0.57,15.0,99.0,281.0,20.0,97.4,285.0
2B,,58,0.58,16.0,102.5,286.0,20.0,96.1,284.0
2B,,59,0.59,16.0,104.5,291.0,20.0,96.8,290.0
2B,,60,0.6,16.0,110.1,291.0,20.0,98.9,292.0
2B,,61,0.61,16.0,96.9,296.0,20.0,103.8,296.0
2B,,62,0.62,16.0,95.3,295.0,20.0,100.1,296.0
2B,,63,0.63,16.0,104.1,299.0,20.0,102.3,301.0
2B,,64,0.64,16.0,106.9,297.0,20.0,101.9,298.0
2B,,65,0.65,16.0,100.8,304.0,20.0,96.6,304.0
2B,,66,0.66,16.0,99.1,306.0,20.0,103.3,304.0
2B,,67,0.67,17.0,107.2,310.0,20.0,103.3,304.0
2B,,68,0.68,17.0,105.8,310.0,21.0,95.4,308.0
2B,,69,0.69,17.0,103.7,311.0,21.0,102.7,311.0
2B,,70,0.7,18.0,106.1,315.0,21.0,95.9,311.0
2B,,71,0.71,18.0,99.9,313.0,20.0,100.0,319.0
2B,,72,0.72,18.0,99.7,321.0,21.0,89.4,315.0
2B,,73,0.73,18.0,103.2,320.0,21.0,92.5,321.0
2B,,74,0.74,18.0,99.8,325.0,21.0,98.0,323.0
2B,,75,0.75,18.0,106.0,327.0,21.0,100.9,323.0
2B,,76,0.76,18.0,97.2,327.0,21.0,101.9,325.0
2B,,77,0.77,18.0,98.6,327.0,21.0,94.8,330.0
2B,,78,0.78,19.0,98.0,332.0,21.0,97.3,328.0
2B,,79,0.79,19.0,104.1,334.0,22.0,100.0,333.0
2B,,80,0.8,20.0,106.4,335.0,22.0,101.3,334.0
2B,,81,0.81,20.0,107.5,336.0,22.0,102.0,338.0
2B,,82,0.82,20.0,97.8,339.0,22.0,107.5,339.0
2B,,83,0.83,20.0,104.2,339.0,21.0,106.0,340.0
2B,,84,0.84,20.0,100.2,341.0,21.0,111.5,339.0
2B,,85,0.85,20.0,102.5,342.0,21.0,102.5,342.0
2B,,86,0.86,20.0,98.4,346.0,21.0,97.2,345.0
2B,,87,0.87,20.0,109.7,346.0,21.0,100.6,347.0
2B,,88,0.88,20.0,110.8,346.0,21.0,98.8,348.0
2B,,89,0.89,21.0,100.5,350.0,22.0,102.2,350.0
2B,,90,0.9,21.0,98.3,353.0,22.0,101.4,351.0
2B,,91,0.91,21.0,103.7,352.0,22.0,98.6,353.0
2B,,92,0.92,21.0,106.6,356.0,22.0,99.0,352.0
2B,,93,0.93,21.0,103.9,355.0,21.0,102.3,357.0
2B,,94,0.94,21.0,104.3,356.0,21.0,99.7,359.0
2B,,95,0.95,21.0,107.2,361.0,21.0,101.9,361.0
2B,,96,0.96,21.0,101.8,362.0,21.0,106.5,359.0
2B,,97,0.97,21.0,100.1,365.0,22.0,96.5,364.0
2B,,98,0.98,22.0,97.9,362.0,22.0,97.2,364.0
2B,,99,0.99,22.0,103.9,365.0,22.0,105.9,366.0
2B,,100,1.0,22.0,96.7,367.0,22.0,96.7,367.0
2B,3B_LINE,0,0.0,-4.0,100.6,29.0,0.0,87.5,37.0
2B,3B_LINE,1,0.01,-4.0,100.6,29.0,0.0,87.5,37.0
2B,3B_LINE,2,0.02,-3.0,99.5,31.0,1.0,83.0,38.0
2B,3B_LINE,3,0.03,-3.0,93.5,38.0,1.0,69.6,42.0
2B,3B_LINE,4,0.04,-2.0,100.7,39.0,3.0,60.4,41.0
2B,3B_LINE,5,0.05,-1.0,102.3,42.0,3.0,63.1,49.0
2B,3B_LINE,6,0.06,0.0,94.0,46.0,3.0,63.0,46.0
2B,3B_LINE,7,0.07,0.0,102.4,53.0,4.0,65.9,58.0
2B,3B_LINE,8,0.08,0.0,102.0,56.0,7.0,56.2,55.0
2B,3B_LINE,9,0.09,1.0,101.0,58.0,9.0,49.4,58.0
2B,3B_LINE,10,0.1,1.0,100.4,65.0,9.0,59.3,64.0
2B,3B_LINE,11,0.11,2.0,98.4,66.0,9.0,55.0,70.0
2B,3B_LINE,12,0.12,2.0,95.7,70.0,9.0,55.0,70.0
2B,3B_LINE,13,0.13,2.0,94.7,76.0,9.0,65.5,83.0
2B,3B_LINE,14,0.14,3.0,98.8,79.0,8.0,72.1,83.0
2B,3B_LINE,15,0.15,3.0,99.3,83.0,8.0,66.4,86.0
2B,3B_LINE,16,0.16,3.0,108.0,91.0,11.0,63.7,84.0
2B,3B_LINE,17,0.17,4.0,88.0,89.0,12.0,60.2,93.0
2B,3B_LINE,18,0.18,4.0,101.0,93.0,12.0,60.2,93.0
2B,3B_LINE,19,0.19,5.0,101.2,98.0,10.0,77.1,107.0
2B,3B_LINE,20,0.2,5.0,98.7,107.0,10.0,77.6,109.0
2B,3B_LINE,21,0.21,5.0,108.9,112.0,11.0,70.0,110.0
2B,3B_LINE,22,0.22,5.0,92.8,114.0,12.0,66.6,113.0
2B,3B_LINE,23,0.23,6.0,102.2,115.0,12.0,74.1,118.0
2B,3B_LINE,24,0.24,6.0,95.3,122.0,12.0,74.8,126.0
2B,3B_LINE,25,0.25,6.0,92.5,131.0,12.0,74.8,126.0
2B,3B_LINE,26,0.26,6.0,108.4,132.0,12.0,74.8,126.0
2B,3B_LINE,27,0.27,6.0,107.2,138.0,13.0,69.4,131.0
2B,3B_LINE,28,0.28,7.0,95.6,132.0,12.0,80.5,134.0
2B,3B_LINE,29,0.29,7.0,107.1,147.0,13.0,72.7,144.0
2B,3B_LINE,30,0.3,8.0,105.1,149.0,15.0,77.7,149.0
2B,3B_LINE,31,0.31,8.0,104.0,150.0,16.0,72.2,154.0
2B,3B_LINE,32,0.32,8.0,105.1,149.0,16.0,71.7,155.0
2B,3B_LINE,33,0.33,9.0,101.4,153.0,16.0,71.7,155.0
2B,3B_LINE,34,0.34,9.0,98.8,157.0,16.0,71.7,155.0
2B,3B_LINE,35,0.35,10.0,102.4,159.0,15.0,76.0,165.0
2B,3B_LINE,36,0.36,10.0,103.5,165.0,17.0,75.7,163.0
2B,3B_LINE,37,0.37,10.0,104.8,165.0,17.0,73.0,164.0
2B,3B_LINE,38,0.38,10.0,110.1,171.0,16.0,74.8,171.0
2B,3B_LINE,39,0.39,10.0,106.1,171.0,15.0,87.2,171.0
2B,3B_LINE,40,0.4,10.0,110.1,171.0,15.0,89.7,174.0
2B,3B_LINE,41,0.41,10.0,100.7,175.0,17.0,74.6,176.0
2B,3B_LINE,42,0.42,10.0,109.3,178.0,16.0,78.2,179.0
2B,3B_LINE,43,0.43,11.0,89.8,177.0,16.0,77.5,182.0
2B,3B_LINE,44,0.44,11.0,95.2,182.0,17.0,80.1,181.0
2B,3B_LINE,45,0.45,11.0,95.2,182.0,17.0,80.1,187.0
2B,3B_LINE,46,0.46,12.0,100.5,185.0,21.0,74.0,188.0
2B,3B_LINE,47,0.47,12.0,100.3,189.0,20.0,72.7,190.0
2B,3B_LINE,48,0.48,12.0,94.5,190.0,22.0,71.1,189.0
2B,3B_LINE,49,0.49,12.0,89.7,192.0,20.0,73.2,189.0
2B,3B_LINE,50,0.5,12.0,93.2,193.0,20.0,73.0,197.0
2B,3B_LINE,51,0.51,12.0,108.2,197.0,20.0,73.0,197.0
2B,3B_LINE,52,0.52,12.0,98.2,197.0,19.0,80.0,198.0
2B,3B_LINE,53,0.53,12.0,98.0,200.0,20.0,76.1,203.0
2B,3B_LINE,54,0.54,12.0,87.6,200.0,19.0,80.3,203.0
2B,3B_LINE,55,0.55,12.0,89.2,202.0,19.0,79.7,204.0
2B,3B_LINE,56,0.56,12.0,105.0,208.0,19.0,76.7,207.0
2B,3B_LINE,57,0.57,13.0,95.7,205.0,21.0,83.2,205.0
2B,3B_LINE,58,0.58,13.0,99.5,213.0,22.0,76.2,209.0
2B,3B_LINE,59,0.59,13.0,95.7,216.0,23.0,73.9,214.0
2B,3B_LINE,60,0.6,13.0,103.0,217.0,20.0,87.1,214.0
2B,3B_LINE,61,0.61,14.0,90.4,215.0,20.0,87.1,214.0
2B,3B_LINE,62,0.62,14.0,87.8,218.0,18.0,83.7,220.0
2B,3B_LINE,63,0.63,14.0,109.7,223.0,18.0,88.8,221.0
2B,3B_LINE,64,0.64,13.0,95.4,225.0,18.0,88.8,221.0
2B,3B_LINE,65,0.65,14.0,105.3,223.0,17.0,97.9,224.0
2B,3B_LINE,66,0.66,14.0,92.0,229.0,19.0,80.2,225.0
2B,3B_LINE,67,0.67,14.0,93.6,230.0,19.0,88.4,226.0
2B,3B_LINE,68,0.68,15.0,90.7,232.0,21.0,81.3,230.0
2B,3B_LINE,69,0.69,15.0,93.4,230.0,20.0,83.7,231.0
2B,3B_LINE,70,0.7,16.0,93.5,234.0,20.0,82.7,234.0
2B,3B_LINE,71,0.71,16.0,103.2,236.0,20.0,82.7,234.0
2B,3B_LINE,72,0.72,16.0,91.3,239.0,19.0,84.5,239.0
2B,3B_LINE,73,0.73,16.0,93.5,243.0,21.0,84.1,243.0
2B,3B_LINE,74,0.74,16.0,97.1,243.0,19.0,89.7,241.0
2B,3B_LINE,75,0.75,16.0,94.3,248.0,20.0,91.2,245.0
2B,3B_LINE,76,0.76,17.0,93.3,250.0,19.0,93.9,252.0
2B,3B_LINE,77,0.77,17.0,100.8,256.0,20.0,93.7,255.0
2B,3B_LINE,78,0.78,18.0,89.8,253.0,22.0,87.3,255.0
2B,3B_LINE,79,0.79,17.0,100.8,256.0,20.0,93.7,255.0
2B,3B_LINE,80,0.8,17.0,95.1,266.0,21.0,89.1,265.0
2B,3B_LINE,81,0.81,17.0,103.2,267.0,21.0,85.4,261.0
2B,3B_LINE,82,0.82,19.0,89.0,267.0,21.0,90.0,270.0
2B,3B_LINE,83,0.83,18.0,90.1,275.0,21.0,90.9,275.0
2B,3B_LINE,84,0.84,19.0,94.5,275.0,21.0,90.9,276.0
2B,3B_LINE,85,0.85,19.0,98.7,280.0,21.0,90.9,275.0
2B,3B_LINE,86,0.86,20.0,96.8,277.0,22.0,83.7,281.0
2B,3B_LINE,87,0.87,20.0,104.0,283.0,22.0,97.9,288.0
2B,3B_LINE,88,0.88,22.0,90.0,283.0,24.0,89.8,283.0
2B,3B_LINE,89,0.89,22.0,87.5,294.0,23.0,87.0,290.0
2B,3B_LINE,90,0.9,22.0,95.8,297.0,23.0,93.9,294.0
2B,3B_LINE,91,0.91,22.0,93.3,292.0,23.0,91.2,293.0
2B,3B_LINE,92,0.92,22.0,89.4,306.0,24.0,93.4,295.0
2B,3B_LINE,93,0.93,23.0,97.6,309.0,24.0,91.0,307.0
2B,3B_LINE,94,0.94,23.0,97.6,309.0,25.0,91.3,308.0
2B,3B_LINE,95,0.95,23.0,96.0,319.0,25.0,91.6,307.0
2B,3B_LINE,96,0.96,25.0,87.2,312.0,25.0,95.3,312.0
2B,3B_LINE,97,0.97,25.0,99.0,331.0,25.0,95.9,321.0
2B,3B_LINE,98,0.98,25.0,93.5,325.0,25.0,99.5,328.0
2B,3B_LINE,99,0.99,25.0,95.7,348.0,25.0,99.0,331.0
2B,3B_LINE,100,1.0,25.0,99.0,331.0,25.0,99.0,331.0
2B,LF,0,0.0,-4.0,80.2,30.0,1.0,94.8,42.0
2B,LF,1,0.01,-4.0,80.2,30.0,1.0,94.8,42.0
2B,LF,2,0.02,-3.0,89.0,33.0,2.0,63.1,33.0
2B,LF,3,0.03,-2.0,94.7,37.0,2.0,73.5,50.0
2B,LF,4,0.04,-1.0,101.1,46.0,3.0,92.5,58.0
2B,LF,5,0.05,0.0,102.4,51.0,3.0,92.5,58.0
2B,LF,6,0.06,1.0,99.4,55.0,4.0,77.4,64.0
2B,LF,7,0.07,1.0,106.5,63.0,5.0,71.3,72.0
2B,LF,8,0.08,2.0,99.5,66.0,6.0,80.3,81.0
2B,LF,9,0.09,2.0,105.3,75.0,7.0,73.6,78.0
2B,LF,10,0.1,2.0,115.8,88.0,7.0,81.4,89.0
2B,LF,11,0.11,3.0,109.7,85.0,8.0,74.2,99.0
2B,LF,12,0.12,3.0,99.1,100.0,8.0,83.1,106.0
2B,LF,13,0.13,4.0,92.5,96.0,8.0,83.1,106.0
2B,LF,14,0.14,4.0,93.2,109.0,9.0,72.2,111.0
2B,LF,15,0.15,5.0,100.8,109.0,9.0,72.7,121.0
2B,LF,16,0.16,5.0,103.4,122.0,10.0,70.4,115.0
2B,LF,17,0.17,5.0,103.1,133.0,12.0,78.3,128.0
2B,LF,18,0.18,6.0,93.2,139.0,13.0,82.3,144.0
2B,LF,19,0.19,7.0,113.3,140.0,14.0,78.7,158.0
2B,LF,20,0.2,7.0,105.9,144.0,16.0,79.7,162.0
2B,LF,21,0.21,8.0,99.1,155.0,17.0,73.2,166.0
2B,LF,22,0.22,8.0,109.7,168.0,18.0,68.4,160.0
2B,LF,23,0.23,8.0,98.5,175.0,16.0,79.1,170.0
2B,LF,24,0.24,9.0,91.5,170.0,15.0,89.1,176.0
2B,LF,25,0.25,9.0,104.7,172.0,15.0,73.7,181.0
2B,LF,26,0.26,9.0,104.0,179.0,15.0,80.8,182.0
2B,LF,27,0.27,10.0,108.7,180.0,15.0,80.9,182.0
2B,LF,28,0.28,10.0,106.7,184.0,17.0,81.2,189.0
2B,LF,29,0.29,10.0,111.7,190.0,17.0,81.6,185.0
2B,LF,30,0.3,10.0,111.7,190.0,17.0,86.3,196.0
2B,LF,31,0.31,10.0,100.7,196.0,17.0,82.7,192.0
2B,LF,32,0.32,10.0,103.8,200.0,18.0,81.4,200.0
2B,LF,33,0.33,10.0,113.3,203.0,17.0,80.2,201.0
2B,LF,34,0.34,10.0,108.8,205.0,17.0,83.6,207.0
2B,LF,35,0.35,11.0,94.7,208.0,17.0,83.6,207.0
2B,LF,36,0.36,11.0,94.1,209.0,19.0,81.7,206.0
2B,LF,37,0.37,11.0,92.3,214.0,19.0,79.2,212.0
2B,LF,38,0.38,11.0,99.6,217.0,19.0,79.6,213.0
2B,LF,39,0.39,12.0,101.9,220.0,19.0,81.0,216.0
2B,LF,40,0.4,12.0,102.6,223.0,19.0,83.9,222.0
2B,LF,41,0.41,12.0,111.3,225.0,19.0,78.5,219.0
2B,LF,42,0.42,12.0,102.6,223.0,18.0,84.7,224.0
2B,LF,43,0.43,12.0,112.3,227.0,18.0,84.7,224.0
2B,LF,44,0.44,12.0,106.2,230.0,19.0,81.1,234.0
2B,LF,45,0.45,13.0,108.2,234.0,19.0,81.1,234.0
2B,LF,46,0.46,13.0,109.8,234.0,19.0,86.9,239.0
2B,LF,47,0.47,13.0,104.1,237.0,19.0,86.9,239.0
2B,LF,48,0.48,13.0,109.8,242.0,19.0,78.4,239.0
2B,LF,49,0.49,14.0,106.6,242.0,20.0,83.9,246.0
2B,LF,50,0.5,14.0,99.4,244.0,20.0,83.9,246.0
2B,LF,51,0.51,15.0,93.1,247.0,21.0,82.5,251.0
2B,LF,52,0.52,15.0,109.5,250.0,20.0,85.5,248.0
2B,LF,53,0.53,15.0,90.4,251.0,20.0,90.9,251.0
2B,LF,54,0.54,15.0,99.7,255.0,19.0,85.3,254.0
2B,LF,55,0.55,15.0,103.5,259.0,20.0,100.6,258.0
2B,LF,56,0.56,15.0,100.5,263.0,20.0,97.3,261.0
2B,LF,57,0.57,15.0,97.7,265.0,19.0,90.3,264.0
2B,LF,58,0.58,15.0,100.7,267.0,19.0,104.3,266.0
2B,LF,59,0.59,16.0,107.3,270.0,20.0,88.0,268.0
2B,LF,60,0.6,16.0,109.5,273.0,20.0,95.0,271.0
2B,LF,61,0.61,16.0,107.6,276.0,20.0,98.1,272.0
2B,LF,62,0.62,16.0,98.1,280.0,21.0,93.2,277.0
2B,LF,63,0.63,17.0,102.0,278.0,21.0,95.2,280.0
2B,LF,64,0.64,17.0,95.5,281.0,20.0,93.4,279.0
2B,LF,65,0.65,17.0,104.7,280.0,20.0,98.0,285.0
2B,LF,66,0.66,17.0,99.1,286.0,20.0,98.6,289.0
2B,LF,67,0.67,17.0,102.9,287.0,20.0,90.9,292.0
2B,LF,68,0.68,17.0,105.1,291.0,21.0,89.9,288.0
2B,LF,69,0.69,18.0,103.7,291.0,21.0,93.7,295.0
2B,LF,70,0.7,18.0,104.5,298.0,20.0,92.5,294.0
2B,LF,71,0.71,18.0,96.2,297.0,21.0,88.3,299.0
2B,LF,72,0.72,18.0,108.2,298.0,21.0,93.2,301.0
2B,LF,73,0.73,18.0,107.0,307.0,21.0,93.6,307.0
2B,LF,74,0.74,19.0,103.6,308.0,21.0,103.6,306.0
2B,LF,75,0.75,19.0,95.5,311.0,21.0,95.9,308.0
2B,LF,76,0.76,19.0,98.8,314.0,21.0,96.7,309.0
2B,LF,77,0.77,19.0,100.4,316.0,21.0,98.2,311.0
2B,LF,78,0.78,19.0,104.1,320.0,21.0,97.7,313.0
2B,LF,79,0.79,20.0,100.4,321.0,22.0,97.0,316.0
2B,LF,80,0.8,20.0,100.4,321.0,22.0,104.2,324.0
2B,LF,81,0.81,20.0,96.6,324.0,22.0,95.8,323.0
2B,LF,82,0.82,20.0,104.7,327.0,22.0,104.9,324.0
2B,LF,83,0.83,20.0,104.7,327.0,22.0,94.8,330.0
2B,LF,84,0.84,21.0,101.3,330.0,23.0,96.8,332.0
2B,LF,85,0.85,21.0,96.1,329.0,24.0,96.0,331.0
2B,LF,86,0.86,22.0,108.1,335.0,24.0,101.7,333.0
2B,LF,87,0.87,22.0,101.7,336.0,24.0,100.8,339.0
2B,LF,88,0.88,21.0,101.3,337.0,23.0,96.2,341.0
2B,LF,89,0.89,21.0,103.7,339.0,23.0,101.0,340.0
2B,LF,90,0.9,21.0,107.2,343.0,23.0,101.0,340.0
2B,LF,91,0.91,21.0,103.6,342.0,22.0,99.2,345.0
2B,LF,92,0.92,22.0,98.7,345.0,23.0,103.1,346.0
2B,LF,93,0.93,22.0,103.1,348.0,23.0,101.5,348.0
2B,LF,94,0.94,22.0,99.1,348.0,23.0,109.6,348.0
2B,LF,95,0.95,22.0,103.5,355.0,23.0,101.9,352.0
2B,LF,96,0.96,23.0,100.1,358.0,23.0,103.5,357.0
2B,LF,97,0.97,22.0,103.1,356.0,23.0,102.4,358.0
2B,LF,98,0.98,22.0,98.9,361.0,23.0,101.7,364.0
2B,LF,99,0.99,22.0,105.9,367.0,22.0,101.4,359.0
2B,LF,100,1.0,22.0,108.3,362.0,22.0,108.3,362.0
2B,LF_GAP,0,0.0,-1.0,105.3,46.0,9.0,96.6,147.0
2B,LF_GAP,1,0.01,-1.0,105.3,46.0,9.0,96.6,147.0
2B,LF_GAP,2,0.02,2.0,103.5,79.0,9.0,96.6,147.0
2B,LF_GAP,3,0.03,5.0,109.9,120.0,10.0,105.4,167.0
2B,LF_GAP,4,0.04,6.0,106.1,145.0,10.0,101.5,189.0
2B,LF_GAP,5,0.05,6.0,105.0,187.0,11.0,101.1,187.0
2B,LF_GAP,6,0.06,7.0,106.4,183.0,12.0,98.0,204.0
2B,LF_GAP,7,0.07,7.0,112.7,200.0,14.0,89.8,204.0
2B,LF_GAP,8,0.08,8.0,106.7,203.0,17.0,82.6,213.0
2B,LF_GAP,9,0.09,8.0,104.9,216.0,45.0,70.8,220.0
2B,LF_GAP,10,0.1,8.0,102.9,216.0,49.0,76.4,222.0
2B,LF_GAP,11,0.11,8.0,106.1,222.0,47.0,72.1,228.0
2B,LF_GAP,12,0.12,9.0,114.5,225.0,45.0,70.7,230.0
2B,LF_GAP,13,0.13,9.0,111.9,232.0,43.0,74.1,242.0
2B,LF_GAP,14,0.14,10.0,101.5,239.0,40.0,75.4,246.0
2B,LF_GAP,15,0.15,10.0,105.9,244.0,40.0,75.4,246.0
2B,LF_GAP,16,0.16,10.0,104.7,248.0,35.0,71.6,245.0
2B,LF_GAP,17,0.17,10.0,108.7,249.0,31.0,74.1,254.0
2B,LF_GAP,18,0.18,11.0,106.1,255.0,27.0,74.2,255.0
2B,LF_GAP,19,0.19,11.0,111.5,254.0,27.0,74.2,255.0
2B,LF_GAP,20,0.2,10.0,106.5,262.0,28.0,78.5,258.0
2B,LF_GAP,21,0.21,11.0,112.4,262.0,27.0,75.8,264.0
2B,LF_GAP,22,0.22,11.0,103.4,270.0,25.0,80.7,264.0
2B,LF_GAP,23,0.23,11.0,116.9,267.0,21.0,83.7,268.0
2B,LF_GAP,24,0.24,12.0,105.4,271.0,22.0,79.5,272.0
2B,LF_GAP,25,0.25,12.0,104.3,272.0,20.0,92.0,275.0
2B,LF_GAP,26,0.26,12.0,106.5,273.0,21.0,88.1,281.0
2B,LF_GAP,27,0.27,12.0,103.7,276.0,21.0,87.9,282.0
2B,LF_GAP,28,0.28,13.0,100.3,283.0,21.0,92.6,281.0
2B,LF_GAP,29,0.29,13.0,109.1,284.0,21.0,84.2,282.0
2B,LF_GAP,30,0.3,12.0,112.2,289.0,19.0,101.2,289.0
2B,LF_GAP,31,0.31,12.0,102.7,291.0,19.0,98.9,292.0
2B,LF_GAP,32,0.32,13.0,103.9,290.0,18.0,101.1,289.0
2B,LF_GAP,33,0.33,12.0,109.6,296.0,18.0,104.5,291.0
2B,LF_GAP,34,0.34,13.0,106.0,294.0,18.0,100.4,298.0
2B,LF_GAP,35,0.35,13.0,106.6,299.0,19.0,95.4,294.0
2B,LF_GAP,36,0.36,13.0,106.6,299.0,19.0,99.1,299.0
2B,LF_GAP,37,0.37,13.0,99.5,302.0,19.0,90.7,302.0
2B,LF_GAP,38,0.38,13.0,109.7,302.0,18.0,93.8,301.0
2B,LF_GAP,39,0.39,13.0,107.7,305.0,18.0,99.5,304.0
2B,LF_GAP,40,0.4,14.0,105.7,303.0,18.0,98.5,306.0
2B,LF_GAP,41,0.41,14.0,105.3,309.0,18.0,96.5,305.0
2B,LF_GAP,42,0.42,14.0,102.5,309.0,19.0,96.0,307.0
2B,LF_GAP,43,0.43,14.0,108.8,310.0,19.0,97.9,311.0
2B,LF_GAP,44,0.44,14.0,104.5,312.0,19.0,97.9,311.0
2B,LF_GAP,45,0.45,14.0,104.9,315.0,19.0,102.5,314.0
2B,LF_GAP,46,0.46,15.0,106.9,315.0,19.0,90.5,314.0
2B,LF_GAP,47,0.47,15.0,105.4,316.0,19.0,94.4,317.0
2B,LF_GAP,48,0.48,15.0,105.4,316.0,20.0,95.7,318.0
2B,LF_GAP,49,0.49,16.0,107.5,318.0,20.0,93.8,321.0
2B,LF_GAP,50,0.5,15.0,106.7,322.0,20.0,93.3,319.0
2B,LF_GAP,51,0.51,16.0,105.5,321.0,19.0,96.4,321.0
2B,LF_GAP,52,0.52,15.0,104.1,324.0,19.0,103.6,325.0
2B,LF_GAP,53,0.53,16.0,109.2,323.0,19.0,96.5,323.0
2B,LF_GAP,54,0.54,16.0,104.0,325.0,19.0,97.8,324.0
2B,LF_GAP,55,0.55,16.0,101.2,326.0,19.0,97.2,326.0
2B,LF_GAP,56,0.56,16.0,108.7,327.0,19.0,98.3,327.0
2B,LF_GAP,57,0.57,16.0,105.4,331.0,20.0,95.2,329.0
2B,LF_GAP,58,0.58,16.0,105.3,333.0,20.0,95.0,333.0
2B,LF_GAP,59,0.59,17.0,105.8,334.0,20.0,95.0,333.0
2B,LF_GAP,60,0.6,17.0,105.3,335.0,20.0,95.8,335.0
2B,LF_GAP,61,0.61,17.0,105.8,337.0,21.0,94.9,336.0
2B,LF_GAP,62,0.62,17.0,105.2,337.0,21.0,92.1,336.0
2B,LF_GAP,63,0.63,17.0,110.2,338.0,20.0,97.8,339.0
2B,LF_GAP,64,0.64,17.0,101.2,339.0,21.0,90.8,339.0
2B,LF_GAP,65,0.65,17.0,104.1,340.0,21.0,95.4,339.0
2B,LF_GAP,66,0.66,17.0,105.5,339.0,21.0,90.8,339.0
2B,LF_GAP,67,0.67,17.0,100.2,342.0,21.0,103.6,342.0
2B,LF_GAP,68,0.68,18.0,102.8,342.0,21.0,102.9,343.0
2B,LF_GAP,69,0.69,19.0,99.6,345.0,21.0,102.5,345.0
2B,LF_GAP,70,0.7,19.0,102.1,344.0,21.0,102.5,345.0
2B,LF_GAP,71,0.71,19.0,100.0,344.0,21.0,97.6,344.0
2B,LF_GAP,72,0.72,19.0,102.4,345.0,22.0,96.4,345.0
2B,LF_GAP,73,0.73,18.0,105.3,349.0,22.0,99.1,346.0
2B,LF_GAP,74,0.74,18.0,101.6,348.0,22.0,93.1,349.0
2B,LF_GAP,75,0.75,19.0,102.4,349.0,22.0,93.1,349.0
2B,LF_GAP,76,0.76,19.0,103.1,350.0,22.0,98.0,351.0
2B,LF_GAP,77,0.77,20.0,96.1,352.0,22.0,98.2,352.0
2B,LF_GAP,78,0.78,20.0,97.9,352.0,22.0,103.6,352.0
